# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
     7.22008330  1.69196127e-01  7.76217533e+01  1.95356740e-01
     7.22008330  3.38392254e-01  2.03125643e+01  1.95356740e-01
     7.22008330  5.07588381e-01  1.32380398e+01  1.95356740e-01
     7.22008330  6.76784509e-01  6.58821714e+00  1.95356740e-01
     7.22008330  8.45980636e-01  3.89522155e+00  1.95356740e-01
     7.22008330  1.01517676e+00  2.53232782e+00  1.95356740e-01
     7.22008330  1.18437289e+00  1.83967207e+00  1.95356740e-01
     7.22008330  1.35356902e+00  1.49427595e+00  1.95356740e-01
     7.22008330  1.52276514e+00  1.11325877e+00  1.95356740e-01
     7.22008330  1.69196127e+00  8.48399802e-01  1.95356740e-01
     7.22008330  1.86115740e+00  6.61819583e-01  1.95356740e-01
     7.22008330  2.03035353e+00  5.13797058e-01  1.95356740e-01
     7.22008330  2.19954965e+00  3.87645251e-01  1.95356740e-01
     7.22008330  2.36874578e+00  2.80528556e-01  1.95356740e-01
     7.22008330  2.53794191e+00  2.46364750e-01  1.95356740e-01
     7.22008330  2.70713803e+00  2.02072017e-01  1.95356740e-01
     7.22008330  2.87633416e+00  1.39422698e-01  1.95356740e-01
     7.22008330  3.04553029e+00  1.15010102e-01  1.95356740e-01
     7.22008330  3.21472642e+00  7.60123573e-02  1.95356740e-01
     7.22008330  3.38392254e+00  5.58717714e-02  1.95356740e-01
     7.22008330  3.55311867e+00  2.86287936e-02  1.95356740e-01
     7.22008330  3.72231480e+00  1.52769916e-03  1.95356740e-01
     7.22008330  3.89151092e+00 -1.16930862e-02  1.95356740e-01
     7.22008330  4.06070705e+00 -3.06249563e-02  1.95356740e-01
     7.22008330  4.22990318e+00 -4.60185420e-02  1.95356740e-01
     7.22008330  4.39909931e+00 -5.51010319e-02  1.95356740e-01
     7.22008330  4.56829543e+00 -6.41048207e-02  1.95356740e-01
     7.22008330  4.73749156e+00 -7.52514626e-02  1.95356740e-01
     7.22008330  4.90668769e+00 -8.40972710e-02  1.95356740e-01
     7.22008330  5.07588381e+00 -8.76087619e-02  1.95356740e-01
     7.22008330  5.24507994e+00 -9.36736923e-02  1.95356740e-01
     7.22008330  5.41427607e+00 -9.97215355e-02  1.95356740e-01
     7.22008330  5.58347220e+00 -1.03067438e-01  1.95356740e-01
     7.22008330  5.75266832e+00 -1.06200322e-01  1.95356740e-01
     7.22008330  5.92186445e+00 -1.05395667e-01  1.95356740e-01
     7.22008330  6.09106058e+00 -1.08457193e-01  1.95356740e-01
