# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
    14.39606186  1.69196127e-01  2.14108179e+01  1.95356740e-01
    14.39606186  3.38392254e-01  5.93768903e+00  1.95356740e-01
    14.39606186  5.07588381e-01  3.47522263e+00  1.95356740e-01
    14.39606186  6.76784509e-01  1.59688277e+00  1.95356740e-01
    14.39606186  8.45980636e-01  8.79096502e-01  1.95356740e-01
    14.39606186  1.01517676e+00  4.89682864e-01  1.95356740e-01
    14.39606186  1.18437289e+00  2.98774171e-01  1.95356740e-01
    14.39606186  1.35356902e+00  1.99398660e-01  1.95356740e-01
    14.39606186  1.52276514e+00  1.10913577e-01  1.95356740e-01
    14.39606186  1.69196127e+00  2.75843799e-02  1.95356740e-01
    14.39606186  1.86115740e+00 -1.47329923e-02  1.95356740e-01
    14.39606186  2.03035353e+00 -5.20054932e-02  1.95356740e-01
    14.39606186  2.19954965e+00 -8.13450276e-02  1.95356740e-01
    14.39606186  2.36874578e+00 -1.02125856e-01  1.95356740e-01
    14.39606186  2.53794191e+00 -1.09943866e-01  1.95356740e-01
    14.39606186  2.70713803e+00 -1.23876560e-01  1.95356740e-01
    14.39606186  2.87633416e+00 -1.37505385e-01  1.95356740e-01
    14.39606186  3.04553029e+00 -1.41975740e-01  1.95356740e-01
    14.39606186  3.21472642e+00 -1.50231581e-01  1.95356740e-01
    14.39606186  3.38392254e+00 -1.55226039e-01  1.95356740e-01
    14.39606186  3.55311867e+00 -1.61961027e-01  1.95356740e-01
    14.39606186  3.72231480e+00 -1.66171280e-01  1.95356740e-01
    14.39606186  3.89151092e+00 -1.69306149e-01  1.95356740e-01
    14.39606186  4.06070705e+00 -1.71566380e-01  1.95356740e-01
    14.39606186  4.22990318e+00 -1.74121669e-01  1.95356740e-01
    14.39606186  4.39909931e+00 -1.76731610e-01  1.95356740e-01
    14.39606186  4.56829543e+00 -1.78385423e-01  1.95356740e-01
    14.39606186  4.73749156e+00 -1.79946454e-01  1.95356740e-01
    14.39606186  4.90668769e+00 -1.81576969e-01  1.95356740e-01
    14.39606186  5.07588381e+00 -1.83108051e-01  1.95356740e-01
    14.39606186  5.24507994e+00 -1.83903646e-01  1.95356740e-01
    14.39606186  5.41427607e+00 -1.84726707e-01  1.95356740e-01
    14.39606186  5.58347220e+00 -1.85329286e-01  1.95356740e-01
    14.39606186  5.75266832e+00 -1.85896941e-01  1.95356740e-01
    14.39606186  5.92186445e+00 -1.85980422e-01  1.95356740e-01
    14.39606186  6.09106058e+00 -1.86343578e-01  1.95356740e-01
    14.39606186  6.26025670e+00 -1.85635368e-01  1.95356740e-01
    14.39606186  6.42945283e+00 -1.85285993e-01  1.95356740e-01
    14.39606186  6.59864896e+00 -1.84610979e-01  1.95356740e-01
    14.39606186  6.76784509e+00 -1.84105414e-01  1.95356740e-01
    14.39606186  6.93704121e+00 -1.81971977e-01  1.95356740e-01
    14.39606186  7.10623734e+00 -1.80160414e-01  1.95356740e-01
    14.39606186  7.27543347e+00 -1.78355191e-01  1.95356740e-01
    14.39606186  7.44462959e+00 -1.75716545e-01  1.95356740e-01
    14.39606186  7.61382572e+00 -1.70462785e-01  1.95356740e-01
    14.39606186  8.12141410e+00 -1.54962264e-01  1.95356740e-01
    14.39606186  8.79819861e+00 -1.25548656e-01  1.95356740e-01
    14.39606186  9.47498312e+00 -1.49045463e-02  1.95356740e-01
    14.39606186  1.01517676e+01  1.22037361e-01  1.95356740e-01
    14.39606186  1.08285521e+01  1.29844401e-01  1.95356740e-01
