# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
     3.74689329  1.69196127e-01  2.41344601e+02  1.95356740e-01
     3.74689329  3.38392254e-01  5.73265975e+01  1.95356740e-01
     3.74689329  5.07588381e-01  4.29739294e+01  1.95356740e-01
     3.74689329  6.76784509e-01  2.28483297e+01  1.95356740e-01
     3.74689329  8.45980636e-01  1.49308217e+01  1.95356740e-01
     3.74689329  1.01517676e+00  1.08713439e+01  1.95356740e-01
     3.74689329  1.18437289e+00  8.09549058e+00  1.95356740e-01
     3.74689329  1.35356902e+00  6.60352249e+00  1.95356740e-01
     3.74689329  1.52276514e+00  5.78502882e+00  1.95356740e-01
     3.74689329  1.69196127e+00  4.52810245e+00  1.95356740e-01
     3.74689329  1.86115740e+00  4.05891990e+00  1.95356740e-01
     3.74689329  2.03035353e+00  3.52608405e+00  1.95356740e-01
     3.74689329  2.19954965e+00  3.20246030e+00  1.95356740e-01
     3.74689329  2.36874578e+00  2.83919136e+00  1.95356740e-01
     3.74689329  2.53794191e+00  2.46271668e+00  1.95356740e-01
     3.74689329  2.70713803e+00  2.21875130e+00  1.95356740e-01
     3.74689329  2.87633416e+00  1.99825434e+00  1.95356740e-01
     3.74689329  3.04553029e+00  1.85553519e+00  1.95356740e-01
     3.74689329  3.21472642e+00  1.71537243e+00  1.95356740e-01
     3.74689329  3.38392254e+00  1.54882544e+00  1.95356740e-01
     3.74689329  3.55311867e+00  1.52807920e+00  1.95356740e-01
     3.74689329  3.72231480e+00  1.38721585e+00  1.95356740e-01
     3.74689329  3.89151092e+00  1.30368296e+00  1.95356740e-01
     3.74689329  4.06070705e+00  1.19560422e+00  1.95356740e-01
     3.74689329  4.22990318e+00  1.13301484e+00  1.95356740e-01
     3.74689329  4.39909931e+00  1.09758723e+00  1.95356740e-01
     3.74689329  4.56829543e+00  1.01382570e+00  1.95356740e-01
     3.74689329  4.73749156e+00  9.84420559e-01  1.95356740e-01
     3.74689329  4.90668769e+00  9.41925763e-01  1.95356740e-01
     3.74689329  5.07588381e+00  8.95835128e-01  1.95356740e-01
     3.74689329  5.24507994e+00  8.47571297e-01  1.95356740e-01
     3.74689329  5.41427607e+00  7.76952002e-01  1.95356740e-01
     3.74689329  5.58347220e+00  7.81406526e-01  1.95356740e-01
     3.74689329  5.75266832e+00  7.27475638e-01  1.95356740e-01
     3.74689329  5.92186445e+00  7.15184373e-01  1.95356740e-01
     3.74689329  6.09106058e+00  6.83270031e-01  1.95356740e-01
     3.74689329  6.26025670e+00  6.54588130e-01  1.95356740e-01
     3.74689329  6.42945283e+00  6.58060418e-01  1.95356740e-01
     3.74689329  6.59864896e+00  6.17777600e-01  1.95356740e-01
     3.74689329  6.76784509e+00  6.00669329e-01  1.95356740e-01
     3.74689329  6.93704121e+00  5.86795847e-01  1.95356740e-01
     3.74689329  7.10623734e+00  5.69388229e-01  1.95356740e-01
     3.74689329  7.27543347e+00  5.57702863e-01  1.95356740e-01
     3.74689329  7.44462959e+00  5.44133328e-01  1.95356740e-01
     3.74689329  7.61382572e+00  5.25270363e-01  1.95356740e-01
     3.74689329  8.12141410e+00  4.61803080e-01  1.95356740e-01
     3.74689329  8.79819861e+00  4.34193767e-01  1.95356740e-01
     3.74689329  9.47498312e+00  3.58989928e-01  1.95356740e-01
     3.74689329  1.01517676e+01  3.33950374e-01  1.95356740e-01
     3.74689329  1.08285521e+01  3.00950776e-01  1.95356740e-01
     3.74689329  1.15053366e+01  2.54526604e-01  1.95356740e-01
     3.74689329  1.21821212e+01  2.36375838e-01  1.95356740e-01
     3.74689329  1.28589057e+01  2.07360395e-01  1.95356740e-01
     3.74689329  1.35356902e+01  1.99084252e-01  1.95356740e-01
     3.74689329  1.42124747e+01  1.67171424e-01  1.95356740e-01
     3.74689329  1.48892592e+01  1.61070027e-01  1.95356740e-01
     3.74689329  1.55660437e+01  1.56176260e-01  1.95356740e-01
     3.74689329  1.62428282e+01  1.23280749e-01  1.95356740e-01
     3.74689329  1.69196127e+01  1.19573835e-01  1.95356740e-01
     3.74689329  1.75963972e+01  9.80793731e-02  1.95356740e-01
     3.74689329  1.82731817e+01  9.30407199e-02  1.95356740e-01
     3.74689329  1.89499662e+01  9.55952588e-02  1.95356740e-01
     3.74689329  1.96267507e+01  7.96201958e-02  1.95356740e-01
     3.74689329  2.03035353e+01  6.96334092e-02  1.95356740e-01
     3.74689329  2.09803198e+01  6.80057618e-02  1.95356740e-01
     3.74689329  2.16571043e+01  6.32166930e-02  1.95356740e-01
     3.74689329  2.23338888e+01  6.48503036e-02  1.95356740e-01
     3.74689329  2.30106733e+01  4.98542325e-02  1.95356740e-01
     3.74689329  2.36874578e+01  5.31487333e-02  1.95356740e-01
     3.74689329  2.43642423e+01  4.61193829e-02  1.95356740e-01
     3.74689329  2.50410268e+01  4.50911583e-02  1.95356740e-01
     3.74689329  2.57178113e+01  3.84866868e-02  1.95356740e-01
     3.74689329  2.63945958e+01  3.87369227e-02  1.95356740e-01
     3.74689329  2.70713803e+01  3.21414567e-02  1.95356740e-01
     3.74689329  2.77481649e+01  3.40062462e-02  1.95356740e-01
     3.74689329  2.84249494e+01  2.75207486e-02  1.95356740e-01
     3.74689329  2.91017339e+01  2.94308359e-02  1.95356740e-01
     3.74689329  2.97785184e+01  2.95466525e-02  1.95356740e-01
     3.74689329  3.04553029e+01  2.31613577e-02  1.95356740e-01
     3.74689329  3.11320874e+01  2.68838726e-02  1.95356740e-01
     3.74689329  3.24856564e+01  1.37929376e-02  1.95356740e-01
     3.74689329  3.51927944e+01  1.53004659e-02  1.95356740e-01
     3.74689329  3.78999325e+01  2.94330358e-03  1.95356740e-01
     3.74689329  4.06070705e+01  1.46277386e-02  1.95356740e-01
     3.74689329  4.33142085e+01  1.13606024e-02  1.95356740e-01
     3.74689329  4.60213466e+01  1.83284767e-02  1.95356740e-01
     3.74689329  4.87284846e+01  6.77139801e-03  1.95356740e-01
     3.74689329  5.14356227e+01  4.74096631e-03  1.95356740e-01
     3.74689329  5.41427607e+01  5.61998809e-03  1.95356740e-01
     3.74689329  5.68498987e+01  9.38071068e-03  1.95356740e-01
     3.74689329  5.95570368e+01  3.98221704e-03  1.95356740e-01
     3.74689329  6.22641748e+01  2.41027252e-03  1.95356740e-01
     3.74689329  6.49713128e+01  3.81284676e-03  1.95356740e-01
     3.74689329  6.76784509e+01 -7.11978108e-03  1.95356740e-01
     3.74689329  7.03855889e+01  3.26857662e-04  1.95356740e-01
     3.74689329  7.30927269e+01 -2.99497994e-03  1.95356740e-01
     3.74689329  7.57998650e+01  7.25130996e-04  1.95356740e-01
     3.74689329  7.85070030e+01  2.56553165e-03  1.95356740e-01
     3.74689329  8.12141410e+01  3.51422054e-03  1.95356740e-01
     3.74689329  8.39212791e+01  2.85381859e-03  1.95356740e-01
     3.74689329  8.66284171e+01 -7.60979492e-04  1.95356740e-01
     3.74689329  8.93355551e+01  5.85588039e-04  1.95356740e-01
     3.74689329  9.20426932e+01  4.97437761e-03  1.95356740e-01
     3.74689329  9.47498312e+01  7.26301957e-04  1.95356740e-01
     3.74689329  9.74569692e+01  3.68517001e-03  1.95356740e-01
     3.74689329  1.00164107e+02 -3.02618116e-03  1.95356740e-01
     3.74689329  1.02871245e+02  2.07082606e-03  1.95356740e-01
     3.74689329  1.05578383e+02 -1.99331801e-03  1.95356740e-01
     3.74689329  1.08285521e+02  1.66295688e-03  1.95356740e-01
     3.74689329  1.10992659e+02  4.99332628e-04  1.95356740e-01
     3.74689329  1.13699797e+02  2.91107229e-04  1.95356740e-01
     3.74689329  1.16406935e+02  1.49344940e-03  1.95356740e-01
     3.74689329  1.19114074e+02  2.80713737e-03  1.95356740e-01
     3.74689329  1.21821212e+02  3.38520391e-03  1.95356740e-01
     3.74689329  1.24528350e+02  5.74210545e-03  1.95356740e-01
     3.74689329  1.29942626e+02 -4.15720101e-03  1.95356740e-01
     3.74689329  1.40771178e+02 -8.78437805e-03  1.95356740e-01
     3.74689329  1.51599730e+02 -2.69705456e-03  1.95356740e-01
     3.74689329  1.62428282e+02 -4.20932915e-03  1.95356740e-01
     3.74689329  1.73256834e+02  2.57656942e-04  1.95356740e-01
     3.74689329  1.84085386e+02  1.28598313e-03  1.95356740e-01
     3.74689329  1.94913938e+02  5.04137682e-03  1.95356740e-01
     3.74689329  2.05742491e+02  3.65167307e-03  1.95356740e-01
     3.74689329  2.16571043e+02 -4.78523415e-03  1.95356740e-01
     3.74689329  2.27399595e+02  2.36831122e-03  1.95356740e-01
     3.74689329  2.38228147e+02  1.71860384e-04  1.95356740e-01
     3.74689329  2.49056699e+02 -1.56380991e-03  1.95356740e-01
     3.74689329  2.59885251e+02 -2.06280211e-03  1.95356740e-01
     3.74689329  2.70713803e+02  7.52145978e-03  1.95356740e-01
     3.74689329  2.81542356e+02  1.90491533e-03  1.95356740e-01
     3.74689329  2.92370908e+02  9.69962316e-04  1.95356740e-01
     3.74689329  3.03199460e+02  2.22575545e-03  1.95356740e-01
     3.74689329  3.14028012e+02  1.39883056e-03  1.95356740e-01
     3.74689329  3.24856564e+02 -1.39953189e-04  1.95356740e-01
     3.74689329  3.35685116e+02 -3.00933902e-04  1.95356740e-01
     3.74689329  3.46513668e+02 -1.46173356e-03  1.95356740e-01
     3.74689329  3.57342221e+02  1.78256435e-03  1.95356740e-01
     3.74689329  3.68170773e+02  1.13008573e-03  1.95356740e-01
     3.74689329  3.78999325e+02  1.18442179e-04  1.95356740e-01
     3.74689329  3.89827877e+02 -1.06254771e-03  1.95356740e-01
     3.74689329  4.00656429e+02 -1.93229105e-03  1.95356740e-01
     3.74689329  4.11484981e+02  3.20318911e-03  1.95356740e-01
     3.74689329  4.22313533e+02  5.26879380e-04  1.95356740e-01
     3.74689329  4.33142085e+02  2.67977689e-03  1.95356740e-01
     3.74689329  4.43970638e+02  2.32841791e-03  1.95356740e-01
     3.74689329  4.54799190e+02 -1.76736562e-04  1.95356740e-01
     3.74689329  4.65627742e+02  4.67057973e-03  1.95356740e-01
     3.74689329  4.76456294e+02  5.76112691e-03  1.95356740e-01
     3.74689329  4.87284846e+02  2.91090019e-03  1.95356740e-01
     3.74689329  4.98113398e+02 -8.27612801e-04  1.95356740e-01
