# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
    11.16773133  1.69196127e-01  3.46824758e+01  1.95356740e-01
    11.16773133  3.38392254e-01  9.48047621e+00  1.95356740e-01
    11.16773133  5.07588381e-01  5.74866913e+00  1.95356740e-01
    11.16773133  6.76784509e-01  2.73508351e+00  1.95356740e-01
    11.16773133  8.45980636e-01  1.55503197e+00  1.95356740e-01
    11.16773133  1.01517676e+00  9.31379565e-01  1.95356740e-01
    11.16773133  1.18437289e+00  6.31404466e-01  1.95356740e-01
    11.16773133  1.35356902e+00  4.70705226e-01  1.95356740e-01
    11.16773133  1.52276514e+00  3.19608351e-01  1.95356740e-01
    11.16773133  1.69196127e+00  1.90801347e-01  1.95356740e-01
    11.16773133  1.86115740e+00  1.17129097e-01  1.95356740e-01
    11.16773133  2.03035353e+00  5.34270488e-02  1.95356740e-01
    11.16773133  2.19954965e+00  3.83102322e-03  1.95356740e-01
    11.16773133  2.36874578e+00 -3.25100636e-02  1.95356740e-01
    11.16773133  2.53794191e+00 -4.42588449e-02  1.95356740e-01
    11.16773133  2.70713803e+00 -6.70206807e-02  1.95356740e-01
    11.16773133  2.87633416e+00 -9.11251409e-02  1.95356740e-01
    11.16773133  3.04553029e+00 -9.97493951e-02  1.95356740e-01
    11.16773133  3.21472642e+00 -1.13484233e-01  1.95356740e-01
    11.16773133  3.38392254e+00 -1.21639252e-01  1.95356740e-01
    11.16773133  3.55311867e+00 -1.32378447e-01  1.95356740e-01
    11.16773133  3.72231480e+00 -1.41142863e-01  1.95356740e-01
    11.16773133  3.89151092e+00 -1.46724112e-01  1.95356740e-01
    11.16773133  4.06070705e+00 -1.50700565e-01  1.95356740e-01
    11.16773133  4.22990318e+00 -1.55616677e-01  1.95356740e-01
    11.16773133  4.39909931e+00 -1.59834829e-01  1.95356740e-01
    11.16773133  4.56829543e+00 -1.62961644e-01  1.95356740e-01
    11.16773133  4.73749156e+00 -1.65428597e-01  1.95356740e-01
    11.16773133  4.90668769e+00 -1.68369314e-01  1.95356740e-01
    11.16773133  5.07588381e+00 -1.70635713e-01  1.95356740e-01
    11.16773133  5.24507994e+00 -1.72765230e-01  1.95356740e-01
    11.16773133  5.41427607e+00 -1.74065154e-01  1.95356740e-01
    11.16773133  5.58347220e+00 -1.74809658e-01  1.95356740e-01
    11.16773133  5.75266832e+00 -1.75834140e-01  1.95356740e-01
    11.16773133  5.92186445e+00 -1.75891217e-01  1.95356740e-01
    11.16773133  6.09106058e+00 -1.76696577e-01  1.95356740e-01
    11.16773133  6.26025670e+00 -1.76046317e-01  1.95356740e-01
    11.16773133  6.42945283e+00 -1.75300310e-01  1.95356740e-01
    11.16773133  6.59864896e+00 -1.74247344e-01  1.95356740e-01
    11.16773133  6.76784509e+00 -1.72823171e-01  1.95356740e-01
    11.16773133  6.93704121e+00 -1.69807816e-01  1.95356740e-01
    11.16773133  7.10623734e+00 -1.66664307e-01  1.95356740e-01
    11.16773133  7.27543347e+00 -1.64392386e-01  1.95356740e-01
    11.16773133  7.44462959e+00 -1.58706537e-01  1.95356740e-01
    11.16773133  7.61382572e+00 -1.51615253e-01  1.95356740e-01
    11.16773133  8.12141410e+00 -1.22232382e-01  1.95356740e-01
    11.16773133  8.79819861e+00 -8.04651199e-02  1.95356740e-01
    11.16773133  9.47498312e+00  5.40805514e-03  1.95356740e-01
    11.16773133  1.01517676e+01  6.37998302e-02  1.95356740e-01
    11.16773133  1.08285521e+01  1.16813999e-02  1.95356740e-01
    11.16773133  1.15053366e+01  2.56696047e-02  1.95356740e-01
    11.16773133  1.21821212e+01  1.18958439e-02  1.95356740e-01
    11.16773133  1.28589057e+01  3.53070331e-03  1.95356740e-01
    11.16773133  1.35356902e+01  8.27446225e-03  1.95356740e-01
    11.16773133  1.42124747e+01  4.65294873e-02  1.95356740e-01
    11.16773133  1.48892592e+01 -4.57429416e-03  1.95356740e-01
    11.16773133  1.55660437e+01  3.53450671e-02  1.95356740e-01
    11.16773133  1.62428282e+01  6.46168592e-03  1.95356740e-01
    11.16773133  1.69196127e+01 -8.13258002e-03  1.95356740e-01
    11.16773133  1.75963972e+01  2.53036950e-03  1.95356740e-01
    11.16773133  1.82731817e+01 -1.12691778e-02  1.95356740e-01
    11.16773133  1.89499662e+01 -8.89558710e-03  1.95356740e-01
    11.16773133  1.96267507e+01 -9.67818220e-03  1.95356740e-01
    11.16773133  2.03035353e+01 -6.77327234e-03  1.95356740e-01
    11.16773133  2.09803198e+01 -4.47992414e-03  1.95356740e-01
    11.16773133  2.16571043e+01 -8.42009191e-04  1.95356740e-01
    11.16773133  2.23338888e+01 -4.97888929e-04  1.95356740e-01
    11.16773133  2.30106733e+01  8.70131071e-03  1.95356740e-01
    11.16773133  2.36874578e+01  4.84779478e-03  1.95356740e-01
    11.16773133  2.43642423e+01  4.40928689e-03  1.95356740e-01
    11.16773133  2.50410268e+01  4.86613187e-04  1.95356740e-01
    11.16773133  2.57178113e+01  9.61380852e-03  1.95356740e-01
    11.16773133  2.63945958e+01 -2.55474654e-05  1.95356740e-01
    11.16773133  2.70713803e+01 -9.13721624e-04  1.95356740e-01
    11.16773133  2.77481649e+01  2.20682054e-03  1.95356740e-01
    11.16773133  2.84249494e+01 -1.23595852e-03  1.95356740e-01
    11.16773133  2.91017339e+01  7.10540371e-04  1.95356740e-01
    11.16773133  2.97785184e+01  2.70005801e-04  1.95356740e-01
    11.16773133  3.04553029e+01  2.21187619e-03  1.95356740e-01
    11.16773133  3.11320874e+01 -5.74360047e-04  1.95356740e-01
    11.16773133  3.24856564e+01  6.15291992e-03  1.95356740e-01
    11.16773133  3.51927944e+01 -1.23881603e-03  1.95356740e-01
    11.16773133  3.78999325e+01  8.86128213e-03  1.95356740e-01
    11.16773133  4.06070705e+01  7.65165250e-03  1.95356740e-01
    11.16773133  4.33142085e+01 -4.69386545e-04  1.95356740e-01
    11.16773133  4.60213466e+01  3.99070334e-03  1.95356740e-01
    11.16773133  4.87284846e+01 -7.96509047e-04  1.95356740e-01
    11.16773133  5.14356227e+01 -5.50198807e-03  1.95356740e-01
    11.16773133  5.41427607e+01  4.12318585e-03  1.95356740e-01
    11.16773133  5.68498987e+01 -8.89392194e-04  1.95356740e-01
    11.16773133  5.95570368e+01  1.08249120e-03  1.95356740e-01
    11.16773133  6.22641748e+01 -6.25528139e-03  1.95356740e-01
    11.16773133  6.49713128e+01  5.61167201e-03  1.95356740e-01
    11.16773133  6.76784509e+01 -3.90276525e-03  1.95356740e-01
    11.16773133  7.03855889e+01  1.04435772e-03  1.95356740e-01
    11.16773133  7.30927269e+01  6.13595465e-03  1.95356740e-01
    11.16773133  7.57998650e+01 -2.36185446e-03  1.95356740e-01
    11.16773133  7.85070030e+01 -9.22218774e-04  1.95356740e-01
    11.16773133  8.12141410e+01 -6.52496034e-03  1.95356740e-01
    11.16773133  8.39212791e+01  2.90774698e-03  1.95356740e-01
    11.16773133  8.66284171e+01  3.80871800e-03  1.95356740e-01
    11.16773133  8.93355551e+01  1.19457550e-03  1.95356740e-01
    11.16773133  9.20426932e+01  1.58062481e-03  1.95356740e-01
    11.16773133  9.47498312e+01 -9.43471779e-04  1.95356740e-01
    11.16773133  9.74569692e+01 -3.57407964e-04  1.95356740e-01
    11.16773133  1.00164107e+02 -2.37596324e-03  1.95356740e-01
