# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
     0.35313962  1.69196127e-01  2.66567730e+03  1.95356740e-01
     0.35313962  3.38392254e-01  8.37321991e+02  1.95356740e-01
     0.35313962  5.07588381e-01  5.54267866e+02  1.95356740e-01
     0.35313962  6.76784509e-01  4.20709922e+02  1.95356740e-01
     0.35313962  8.45980636e-01  2.97092163e+02  1.95356740e-01
     0.35313962  1.01517676e+00  2.57162588e+02  1.95356740e-01
     0.35313962  1.18437289e+00  2.09642635e+02  1.95356740e-01
     0.35313962  1.35356902e+00  1.97801486e+02  1.95356740e-01
     0.35313962  1.52276514e+00  1.84048380e+02  1.95356740e-01
     0.35313962  1.69196127e+00  1.57515217e+02  1.95356740e-01
     0.35313962  1.86115740e+00  1.43025556e+02  1.95356740e-01
     0.35313962  2.03035353e+00  1.31501584e+02  1.95356740e-01
     0.35313962  2.19954965e+00  1.18893145e+02  1.95356740e-01
     0.35313962  2.36874578e+00  1.06965258e+02  1.95356740e-01
     0.35313962  2.53794191e+00  9.88807689e+01  1.95356740e-01
     0.35313962  2.70713803e+00  9.15094268e+01  1.95356740e-01
     0.35313962  2.87633416e+00  8.24145364e+01  1.95356740e-01
     0.35313962  3.04553029e+00  7.47686166e+01  1.95356740e-01
     0.35313962  3.21472642e+00  6.83594076e+01  1.95356740e-01
     0.35313962  3.38392254e+00  6.41739352e+01  1.95356740e-01
     0.35313962  3.55311867e+00  6.07189656e+01  1.95356740e-01
     0.35313962  3.72231480e+00  5.58109181e+01  1.95356740e-01
     0.35313962  3.89151092e+00  5.24350929e+01  1.95356740e-01
     0.35313962  4.06070705e+00  4.85708538e+01  1.95356740e-01
     0.35313962  4.22990318e+00  4.55560395e+01  1.95356740e-01
     0.35313962  4.39909931e+00  4.17941176e+01  1.95356740e-01
     0.35313962  4.56829543e+00  3.95222355e+01  1.95356740e-01
     0.35313962  4.73749156e+00  3.76177414e+01  1.95356740e-01
     0.35313962  4.90668769e+00  3.48783295e+01  1.95356740e-01
     0.35313962  5.07588381e+00  3.23086597e+01  1.95356740e-01
     0.35313962  5.24507994e+00  3.16971201e+01  1.95356740e-01
     0.35313962  5.41427607e+00  2.92460956e+01  1.95356740e-01
     0.35313962  5.58347220e+00  2.69820378e+01  1.95356740e-01
     0.35313962  5.75266832e+00  2.61379164e+01  1.95356740e-01
     0.35313962  5.92186445e+00  2.51224081e+01  1.95356740e-01
     0.35313962  6.09106058e+00  2.36134597e+01  1.95356740e-01
     0.35313962  6.26025670e+00  2.22694556e+01  1.95356740e-01
     0.35313962  6.42945283e+00  2.08704434e+01  1.95356740e-01
     0.35313962  6.59864896e+00  2.03420725e+01  1.95356740e-01
     0.35313962  6.76784509e+00  1.91193087e+01  1.95356740e-01
     0.35313962  6.93704121e+00  1.78638711e+01  1.95356740e-01
     0.35313962  7.10623734e+00  1.71819400e+01  1.95356740e-01
     0.35313962  7.27543347e+00  1.65201839e+01  1.95356740e-01
     0.35313962  7.44462959e+00  1.57599424e+01  1.95356740e-01
     0.35313962  7.61382572e+00  1.51178264e+01  1.95356740e-01
     0.35313962  8.12141410e+00  1.30138459e+01  1.95356740e-01
     0.35313962  8.79819861e+00  1.07980100e+01  1.95356740e-01
     0.35313962  9.47498312e+00  9.68495711e+00  1.95356740e-01
     0.35313962  1.01517676e+01  8.36233264e+00  1.95356740e-01
     0.35313962  1.08285521e+01  7.37544240e+00  1.95356740e-01
     0.35313962  1.15053366e+01  6.63171457e+00  1.95356740e-01
     0.35313962  1.21821212e+01  5.65969566e+00  1.95356740e-01
     0.35313962  1.28589057e+01  5.07467385e+00  1.95356740e-01
     0.35313962  1.35356902e+01  4.62251022e+00  1.95356740e-01
     0.35313962  1.42124747e+01  4.14661966e+00  1.95356740e-01
     0.35313962  1.48892592e+01  3.80187484e+00  1.95356740e-01
     0.35313962  1.55660437e+01  3.38937383e+00  1.95356740e-01
     0.35313962  1.62428282e+01  3.09558769e+00  1.95356740e-01
     0.35313962  1.69196127e+01  2.81408313e+00  1.95356740e-01
     0.35313962  1.75963972e+01  2.51448740e+00  1.95356740e-01
     0.35313962  1.82731817e+01  2.32658920e+00  1.95356740e-01
     0.35313962  1.89499662e+01  2.10228612e+00  1.95356740e-01
     0.35313962  1.96267507e+01  2.03342786e+00  1.95356740e-01
     0.35313962  2.03035353e+01  1.87803954e+00  1.95356740e-01
     0.35313962  2.09803198e+01  1.69191400e+00  1.95356740e-01
     0.35313962  2.16571043e+01  1.55902660e+00  1.95356740e-01
     0.35313962  2.23338888e+01  1.46360625e+00  1.95356740e-01
     0.35313962  2.30106733e+01  1.33916484e+00  1.95356740e-01
     0.35313962  2.36874578e+01  1.26657088e+00  1.95356740e-01
     0.35313962  2.43642423e+01  1.17408381e+00  1.95356740e-01
     0.35313962  2.50410268e+01  1.08555930e+00  1.95356740e-01
     0.35313962  2.57178113e+01  1.00277559e+00  1.95356740e-01
     0.35313962  2.63945958e+01  9.47826257e-01  1.95356740e-01
     0.35313962  2.70713803e+01  8.99999982e-01  1.95356740e-01
     0.35313962  2.77481649e+01  8.22392224e-01  1.95356740e-01
     0.35313962  2.84249494e+01  8.02477721e-01  1.95356740e-01
     0.35313962  2.91017339e+01  7.38054572e-01  1.95356740e-01
     0.35313962  2.97785184e+01  6.83533871e-01  1.95356740e-01
     0.35313962  3.04553029e+01  6.42907111e-01  1.95356740e-01
     0.35313962  3.11320874e+01  6.19566370e-01  1.95356740e-01
     0.35313962  3.24856564e+01  5.46789211e-01  1.95356740e-01
     0.35313962  3.51927944e+01  4.14825583e-01  1.95356740e-01
     0.35313962  3.78999325e+01  3.34038988e-01  1.95356740e-01
     0.35313962  4.06070705e+01  2.81656935e-01  1.95356740e-01
     0.35313962  4.33142085e+01  2.25540963e-01  1.95356740e-01
     0.35313962  4.60213466e+01  1.90840059e-01  1.95356740e-01
     0.35313962  4.87284846e+01  1.69940883e-01  1.95356740e-01
     0.35313962  5.14356227e+01  1.26412947e-01  1.95356740e-01
     0.35313962  5.41427607e+01  1.21437080e-01  1.95356740e-01
     0.35313962  5.68498987e+01  9.38052599e-02  1.95356740e-01
     0.35313962  5.95570368e+01  7.26275842e-02  1.95356740e-01
     0.35313962  6.22641748e+01  7.35857674e-02  1.95356740e-01
     0.35313962  6.49713128e+01  5.88201520e-02  1.95356740e-01
     0.35313962  6.76784509e+01  5.38952794e-02  1.95356740e-01
     0.35313962  7.03855889e+01  4.84388183e-02  1.95356740e-01
     0.35313962  7.30927269e+01  4.47723593e-02  1.95356740e-01
     0.35313962  7.57998650e+01  3.62351326e-02  1.95356740e-01
     0.35313962  7.85070030e+01  2.78672334e-02  1.95356740e-01
     0.35313962  8.12141410e+01  2.81353137e-02  1.95356740e-01
     0.35313962  8.39212791e+01  2.51601824e-02  1.95356740e-01
     0.35313962  8.66284171e+01  2.17133173e-02  1.95356740e-01
     0.35313962  8.93355551e+01  1.96437063e-02  1.95356740e-01
     0.35313962  9.20426932e+01  1.52288605e-02  1.95356740e-01
     0.35313962  9.47498312e+01  1.57212598e-02  1.95356740e-01
     0.35313962  9.74569692e+01  1.38574925e-02  1.95356740e-01
     0.35313962  1.00164107e+02  1.42518260e-02  1.95356740e-01
     0.35313962  1.02871245e+02  1.58436169e-02  1.95356740e-01
     0.35313962  1.05578383e+02  1.55102412e-02  1.95356740e-01
     0.35313962  1.08285521e+02  9.48026611e-03  1.95356740e-01
     0.35313962  1.10992659e+02  9.85833805e-03  1.95356740e-01
     0.35313962  1.13699797e+02  1.10414205e-02  1.95356740e-01
     0.35313962  1.16406935e+02  1.26595872e-02  1.95356740e-01
     0.35313962  1.19114074e+02  1.08055554e-02  1.95356740e-01
     0.35313962  1.21821212e+02  9.88623572e-03  1.95356740e-01
     0.35313962  1.24528350e+02  8.79226821e-03  1.95356740e-01
     0.35313962  1.29942626e+02 -2.99909863e-03  1.95356740e-01
     0.35313962  1.40771178e+02  5.41830247e-03  1.95356740e-01
     0.35313962  1.51599730e+02  1.01303096e-02  1.95356740e-01
     0.35313962  1.62428282e+02 -6.86045426e-04  1.95356740e-01
     0.35313962  1.73256834e+02  1.98452560e-03  1.95356740e-01
     0.35313962  1.84085386e+02  5.52575802e-03  1.95356740e-01
     0.35313962  1.94913938e+02  7.78349370e-03  1.95356740e-01
     0.35313962  2.05742491e+02  2.79080213e-03  1.95356740e-01
     0.35313962  2.16571043e+02 -4.65932716e-03  1.95356740e-01
     0.35313962  2.27399595e+02  7.97497869e-03  1.95356740e-01
     0.35313962  2.38228147e+02  3.61791395e-03  1.95356740e-01
     0.35313962  2.49056699e+02 -5.17111140e-04  1.95356740e-01
     0.35313962  2.59885251e+02 -3.29262292e-03  1.95356740e-01
     0.35313962  2.70713803e+02  4.84967529e-03  1.95356740e-01
     0.35313962  2.81542356e+02  3.74540042e-03  1.95356740e-01
     0.35313962  2.92370908e+02 -6.48063748e-03  1.95356740e-01
     0.35313962  3.03199460e+02 -1.16495980e-03  1.95356740e-01
     0.35313962  3.14028012e+02  2.33891414e-03  1.95356740e-01
     0.35313962  3.24856564e+02 -8.40087272e-04  1.95356740e-01
     0.35313962  3.35685116e+02 -1.73905863e-03  1.95356740e-01
     0.35313962  3.46513668e+02  4.88391857e-03  1.95356740e-01
     0.35313962  3.57342221e+02  3.26661049e-03  1.95356740e-01
     0.35313962  3.68170773e+02  2.79653077e-03  1.95356740e-01
     0.35313962  3.78999325e+02  3.24989916e-03  1.95356740e-01
     0.35313962  3.89827877e+02  1.61715941e-03  1.95356740e-01
     0.35313962  4.00656429e+02 -6.37171840e-04  1.95356740e-01
     0.35313962  4.11484981e+02  1.34206938e-03  1.95356740e-01
     0.35313962  4.22313533e+02 -9.67489222e-04  1.95356740e-01
     0.35313962  4.33142085e+02 -1.88486932e-04  1.95356740e-01
     0.35313962  4.43970638e+02  1.36385783e-03  1.95356740e-01
     0.35313962  4.54799190e+02  3.21253198e-03  1.95356740e-01
     0.35313962  4.65627742e+02  1.43204108e-03  1.95356740e-01
     0.35313962  4.76456294e+02  3.98025867e-03  1.95356740e-01
     0.35313962  4.87284846e+02  7.26570169e-04  1.95356740e-01
     0.35313962  4.98113398e+02 -3.95014542e-04  1.95356740e-01
