# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
     3.05766428  1.69196127e-01  3.33875841e+02  1.95356740e-01
     3.05766428  3.38392254e-01  7.69956662e+01  1.95356740e-01
     3.05766428  5.07588381e-01  6.00831254e+01  1.95356740e-01
     3.05766428  6.76784509e-01  3.27495104e+01  1.95356740e-01
     3.05766428  8.45980636e-01  2.24559600e+01  1.95356740e-01
     3.05766428  1.01517676e+00  1.67762647e+01  1.95356740e-01
     3.05766428  1.18437289e+00  1.29159203e+01  1.95356740e-01
     3.05766428  1.35356902e+00  1.01679450e+01  1.95356740e-01
     3.05766428  1.52276514e+00  9.35608414e+00  1.95356740e-01
     3.05766428  1.69196127e+00  7.43425243e+00  1.95356740e-01
     3.05766428  1.86115740e+00  6.88407817e+00  1.95356740e-01
     3.05766428  2.03035353e+00  5.85470642e+00  1.95356740e-01
     3.05766428  2.19954965e+00  5.48377787e+00  1.95356740e-01
     3.05766428  2.36874578e+00  5.00523654e+00  1.95356740e-01
     3.05766428  2.53794191e+00  4.57788504e+00  1.95356740e-01
     3.05766428  2.70713803e+00  4.07009925e+00  1.95356740e-01
     3.05766428  2.87633416e+00  3.74115154e+00  1.95356740e-01
     3.05766428  3.04553029e+00  3.40247597e+00  1.95356740e-01
     3.05766428  3.21472642e+00  3.21180126e+00  1.95356740e-01
     3.05766428  3.38392254e+00  2.92894083e+00  1.95356740e-01
     3.05766428  3.55311867e+00  2.86524878e+00  1.95356740e-01
     3.05766428  3.72231480e+00  2.72387016e+00  1.95356740e-01
     3.05766428  3.89151092e+00  2.52327972e+00  1.95356740e-01
     3.05766428  4.06070705e+00  2.31362951e+00  1.95356740e-01
     3.05766428  4.22990318e+00  2.18332289e+00  1.95356740e-01
     3.05766428  4.39909931e+00  2.10395378e+00  1.95356740e-01
     3.05766428  4.56829543e+00  1.99948215e+00  1.95356740e-01
     3.05766428  4.73749156e+00  1.97154771e+00  1.95356740e-01
     3.05766428  4.90668769e+00  1.81391057e+00  1.95356740e-01
     3.05766428  5.07588381e+00  1.80624219e+00  1.95356740e-01
     3.05766428  5.24507994e+00  1.75119404e+00  1.95356740e-01
     3.05766428  5.41427607e+00  1.62745012e+00  1.95356740e-01
     3.05766428  5.58347220e+00  1.55682668e+00  1.95356740e-01
     3.05766428  5.75266832e+00  1.48435578e+00  1.95356740e-01
     3.05766428  5.92186445e+00  1.39101202e+00  1.95356740e-01
     3.05766428  6.09106058e+00  1.34594204e+00  1.95356740e-01
     3.05766428  6.26025670e+00  1.28652087e+00  1.95356740e-01
     3.05766428  6.42945283e+00  1.26191504e+00  1.95356740e-01
     3.05766428  6.59864896e+00  1.20367728e+00  1.95356740e-01
     3.05766428  6.76784509e+00  1.19623741e+00  1.95356740e-01
     3.05766428  6.93704121e+00  1.11856964e+00  1.95356740e-01
     3.05766428  7.10623734e+00  1.09422516e+00  1.95356740e-01
     3.05766428  7.27543347e+00  1.04190356e+00  1.95356740e-01
     3.05766428  7.44462959e+00  1.04885259e+00  1.95356740e-01
     3.05766428  7.61382572e+00  1.02160009e+00  1.95356740e-01
     3.05766428  8.12141410e+00  9.00629802e-01  1.95356740e-01
     3.05766428  8.79819861e+00  7.53673521e-01  1.95356740e-01
     3.05766428  9.47498312e+00  7.25044770e-01  1.95356740e-01
     3.05766428  1.01517676e+01  5.39254076e-01  1.95356740e-01
     3.05766428  1.08285521e+01  5.16429358e-01  1.95356740e-01
     3.05766428  1.15053366e+01  4.39741739e-01  1.95356740e-01
     3.05766428  1.21821212e+01  4.03571292e-01  1.95356740e-01
