# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
     6.02656166  1.69196127e-01  1.07255330e+02  1.95356740e-01
     6.02656166  3.38392254e-01  2.74007746e+01  1.95356740e-01
     6.02656166  5.07588381e-01  1.85101390e+01  1.95356740e-01
     6.02656166  6.76784509e-01  9.37276900e+00  1.95356740e-01
     6.02656166  8.45980636e-01  5.65299588e+00  1.95356740e-01
     6.02656166  1.01517676e+00  3.79492015e+00  1.95356740e-01
     6.02656166  1.18437289e+00  2.77766115e+00  1.95356740e-01
     6.02656166  1.35356902e+00  2.30655759e+00  1.95356740e-01
     6.02656166  1.52276514e+00  1.76983002e+00  1.95356740e-01
     6.02656166  1.69196127e+00  1.39344643e+00  1.95356740e-01
     6.02656166  1.86115740e+00  1.13394051e+00  1.95356740e-01
     6.02656166  2.03035353e+00  9.34256520e-01  1.95356740e-01
     6.02656166  2.19954965e+00  7.57156619e-01  1.95356740e-01
     6.02656166  2.36874578e+00  5.85601630e-01  1.95356740e-01
     6.02656166  2.53794191e+00  5.14243894e-01  1.95356740e-01
     6.02656166  2.70713803e+00  4.62761679e-01  1.95356740e-01
     6.02656166  2.87633416e+00  3.67896958e-01  1.95356740e-01
     6.02656166  3.04553029e+00  3.39437795e-01  1.95356740e-01
     6.02656166  3.21472642e+00  2.78715687e-01  1.95356740e-01
     6.02656166  3.38392254e+00  2.45171012e-01  1.95356740e-01
     6.02656166  3.55311867e+00  2.09069193e-01  1.95356740e-01
     6.02656166  3.72231480e+00  1.62701544e-01  1.95356740e-01
     6.02656166  3.89151092e+00  1.46666457e-01  1.95356740e-01
     6.02656166  4.06070705e+00  1.17965673e-01  1.95356740e-01
     6.02656166  4.22990318e+00  8.30110457e-02  1.95356740e-01
     6.02656166  4.39909931e+00  7.29382976e-02  1.95356740e-01
     6.02656166  4.56829543e+00  5.56064468e-02  1.95356740e-01
     6.02656166  4.73749156e+00  3.73748677e-02  1.95356740e-01
     6.02656166  4.90668769e+00  2.78371049e-02  1.95356740e-01
     6.02656166  5.07588381e+00  1.44898430e-02  1.95356740e-01
     6.02656166  5.24507994e+00  1.15659406e-02  1.95356740e-01
     6.02656166  5.41427607e+00 -2.15868387e-04  1.95356740e-01
     6.02656166  5.58347220e+00 -8.63568500e-03  1.95356740e-01
     6.02656166  5.75266832e+00 -1.39344069e-02  1.95356740e-01
     6.02656166  5.92186445e+00 -1.55052366e-02  1.95356740e-01
     6.02656166  6.09106058e+00 -2.00443082e-02  1.95356740e-01
     6.02656166  6.26025670e+00 -1.56059084e-02  1.95356740e-01
     6.02656166  6.42945283e+00 -1.85589255e-02  1.95356740e-01
     6.02656166  6.59864896e+00 -1.49343507e-02  1.95356740e-01
     6.02656166  6.76784509e+00 -1.32591870e-02  1.95356740e-01
     6.02656166  6.93704121e+00 -1.65697362e-02  1.95356740e-01
     6.02656166  7.10623734e+00 -9.23360706e-03  1.95356740e-01
     6.02656166  7.27543347e+00 -4.06109483e-03  1.95356740e-01
     6.02656166  7.44462959e+00 -8.13919162e-04  1.95356740e-01
     6.02656166  7.61382572e+00  3.46322302e-03  1.95356740e-01
     6.02656166  8.12141410e+00  1.65244626e-02  1.95356740e-01
     6.02656166  8.79819861e+00  5.92923096e-02  1.95356740e-01
     6.02656166  9.47498312e+00  4.66515907e-02  1.95356740e-01
     6.02656166  1.01517676e+01  4.69779577e-02  1.95356740e-01
     6.02656166  1.08285521e+01  6.54885621e-02  1.95356740e-01
     6.02656166  1.15053366e+01  5.31446782e-02  1.95356740e-01
     6.02656166  1.21821212e+01  3.42099416e-02  1.95356740e-01
     6.02656166  1.28589057e+01  5.02184478e-02  1.95356740e-01
     6.02656166  1.35356902e+01  3.08149083e-02  1.95356740e-01
     6.02656166  1.42124747e+01  3.90430990e-02  1.95356740e-01
     6.02656166  1.48892592e+01  3.09221952e-02  1.95356740e-01
     6.02656166  1.55660437e+01  2.93992505e-02  1.95356740e-01
     6.02656166  1.62428282e+01  2.07265011e-02  1.95356740e-01
     6.02656166  1.69196127e+01  2.56695978e-02  1.95356740e-01
     6.02656166  1.75963972e+01  2.12728929e-02  1.95356740e-01
     6.02656166  1.82731817e+01  2.47122648e-02  1.95356740e-01
     6.02656166  1.89499662e+01  2.00799721e-02  1.95356740e-01
     6.02656166  1.96267507e+01  1.70297111e-02  1.95356740e-01
     6.02656166  2.03035353e+01  2.17208154e-02  1.95356740e-01
     6.02656166  2.09803198e+01  2.32268075e-02  1.95356740e-01
     6.02656166  2.16571043e+01  1.71123462e-02  1.95356740e-01
     6.02656166  2.23338888e+01  2.12186233e-02  1.95356740e-01
     6.02656166  2.30106733e+01  1.05346789e-02  1.95356740e-01
     6.02656166  2.36874578e+01  5.36981210e-03  1.95356740e-01
     6.02656166  2.43642423e+01  8.57555088e-03  1.95356740e-01
     6.02656166  2.50410268e+01  6.81210805e-03  1.95356740e-01
     6.02656166  2.57178113e+01  1.43495696e-02  1.95356740e-01
     6.02656166  2.63945958e+01  7.29649640e-03  1.95356740e-01
     6.02656166  2.70713803e+01  9.81305547e-03  1.95356740e-01
     6.02656166  2.77481649e+01  7.09925925e-03  1.95356740e-01
     6.02656166  2.84249494e+01  6.85505210e-03  1.95356740e-01
     6.02656166  2.91017339e+01  9.17962540e-03  1.95356740e-01
     6.02656166  2.97785184e+01  9.30925570e-03  1.95356740e-01
     6.02656166  3.04553029e+01  5.97643591e-03  1.95356740e-01
     6.02656166  3.11320874e+01  6.67085421e-03  1.95356740e-01
     6.02656166  3.24856564e+01  8.94039115e-03  1.95356740e-01
     6.02656166  3.51927944e+01 -6.19258416e-04  1.95356740e-01
     6.02656166  3.78999325e+01  1.12089891e-03  1.95356740e-01
     6.02656166  4.06070705e+01  2.64416039e-03  1.95356740e-01
     6.02656166  4.33142085e+01 -6.91649583e-03  1.95356740e-01
     6.02656166  4.60213466e+01  7.23089231e-03  1.95356740e-01
     6.02656166  4.87284846e+01  5.39568540e-03  1.95356740e-01
     6.02656166  5.14356227e+01  2.94304771e-03  1.95356740e-01
     6.02656166  5.41427607e+01  5.31776685e-03  1.95356740e-01
     6.02656166  5.68498987e+01  5.20457335e-03  1.95356740e-01
     6.02656166  5.95570368e+01 -8.24683422e-03  1.95356740e-01
     6.02656166  6.22641748e+01  4.80405259e-03  1.95356740e-01
     6.02656166  6.49713128e+01 -9.82390948e-04  1.95356740e-01
     6.02656166  6.76784509e+01  4.16080311e-03  1.95356740e-01
     6.02656166  7.03855889e+01  7.54567393e-04  1.95356740e-01
     6.02656166  7.30927269e+01  2.28729696e-03  1.95356740e-01
     6.02656166  7.57998650e+01  1.12294847e-03  1.95356740e-01
     6.02656166  7.85070030e+01  2.99077351e-03  1.95356740e-01
     6.02656166  8.12141410e+01 -2.39967628e-03  1.95356740e-01
     6.02656166  8.39212791e+01  5.42325836e-04  1.95356740e-01
     6.02656166  8.66284171e+01  1.40468002e-03  1.95356740e-01
     6.02656166  8.93355551e+01  3.68837237e-03  1.95356740e-01
     6.02656166  9.20426932e+01  3.00316334e-03  1.95356740e-01
     6.02656166  9.47498312e+01  1.02513484e-05  1.95356740e-01
     6.02656166  9.74569692e+01 -7.44600703e-04  1.95356740e-01
     6.02656166  1.00164107e+02  1.53012632e-03  1.95356740e-01
     6.02656166  1.02871245e+02  2.45326529e-03  1.95356740e-01
     6.02656166  1.05578383e+02  1.57189006e-03  1.95356740e-01
     6.02656166  1.08285521e+02  5.62831454e-03  1.95356740e-01
     6.02656166  1.10992659e+02  7.49000902e-04  1.95356740e-01
     6.02656166  1.13699797e+02 -3.70018538e-04  1.95356740e-01
     6.02656166  1.16406935e+02  7.27739785e-04  1.95356740e-01
     6.02656166  1.19114074e+02  2.17347279e-03  1.95356740e-01
     6.02656166  1.21821212e+02  2.29589943e-03  1.95356740e-01
     6.02656166  1.24528350e+02  2.42846523e-03  1.95356740e-01
     6.02656166  1.29942626e+02 -6.58392942e-03  1.95356740e-01
     6.02656166  1.40771178e+02  1.30137745e-03  1.95356740e-01
     6.02656166  1.51599730e+02  7.57789468e-03  1.95356740e-01
     6.02656166  1.62428282e+02  3.69836422e-03  1.95356740e-01
     6.02656166  1.73256834e+02  9.29078311e-03  1.95356740e-01
     6.02656166  1.84085386e+02 -3.01367497e-03  1.95356740e-01
     6.02656166  1.94913938e+02  1.06245605e-02  1.95356740e-01
     6.02656166  2.05742491e+02 -1.59151412e-03  1.95356740e-01
     6.02656166  2.16571043e+02  1.15302077e-03  1.95356740e-01
     6.02656166  2.27399595e+02  1.57360122e-03  1.95356740e-01
     6.02656166  2.38228147e+02  5.11958023e-04  1.95356740e-01
     6.02656166  2.49056699e+02 -5.35728266e-03  1.95356740e-01
     6.02656166  2.59885251e+02 -6.82400669e-03  1.95356740e-01
     6.02656166  2.70713803e+02 -4.58028925e-04  1.95356740e-01
     6.02656166  2.81542356e+02  2.66696886e-03  1.95356740e-01
     6.02656166  2.92370908e+02 -4.22470028e-03  1.95356740e-01
     6.02656166  3.03199460e+02 -4.11195234e-04  1.95356740e-01
     6.02656166  3.14028012e+02 -1.11352669e-03  1.95356740e-01
     6.02656166  3.24856564e+02 -1.03957699e-03  1.95356740e-01
     6.02656166  3.35685116e+02 -2.04014737e-03  1.95356740e-01
