# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
     1.00297719  1.69196127e-01  1.37169316e+03  1.95356740e-01
     1.00297719  3.38392254e-01  3.34734548e+02  1.95356740e-01
     1.00297719  5.07588381e-01  2.44950363e+02  1.95356740e-01
     1.00297719  6.76784509e-01  1.58247228e+02  1.95356740e-01
     1.00297719  8.45980636e-01  1.29111413e+02  1.95356740e-01
     1.00297719  1.01517676e+00  1.06965125e+02  1.95356740e-01
     1.00297719  1.18437289e+00  9.50881451e+01  1.95356740e-01
     1.00297719  1.35356902e+00  8.72031058e+01  1.95356740e-01
     1.00297719  1.52276514e+00  7.65352408e+01  1.95356740e-01
     1.00297719  1.69196127e+00  6.88002359e+01  1.95356740e-01
     1.00297719  1.86115740e+00  5.94519788e+01  1.95356740e-01
     1.00297719  2.03035353e+00  5.19087850e+01  1.95356740e-01
     1.00297719  2.19954965e+00  4.78018922e+01  1.95356740e-01
     1.00297719  2.36874578e+00  4.36329286e+01  1.95356740e-01
     1.00297719  2.53794191e+00  4.39775682e+01  1.95356740e-01
     1.00297719  2.70713803e+00  3.75349787e+01  1.95356740e-01
     1.00297719  2.87633416e+00  3.35280110e+01  1.95356740e-01
     1.00297719  3.04553029e+00  3.14118560e+01  1.95356740e-01
     1.00297719  3.21472642e+00  2.90303167e+01  1.95356740e-01
     1.00297719  3.38392254e+00  2.62536886e+01  1.95356740e-01
     1.00297719  3.55311867e+00  2.44776154e+01  1.95356740e-01
     1.00297719  3.72231480e+00  2.34436002e+01  1.95356740e-01
     1.00297719  3.89151092e+00  2.20976683e+01  1.95356740e-01
     1.00297719  4.06070705e+00  2.05333320e+01  1.95356740e-01
     1.00297719  4.22990318e+00  1.90387062e+01  1.95356740e-01
     1.00297719  4.39909931e+00  1.72774365e+01  1.95356740e-01
     1.00297719  4.56829543e+00  1.59656936e+01  1.95356740e-01
     1.00297719  4.73749156e+00  1.52875365e+01  1.95356740e-01
     1.00297719  4.90668769e+00  1.46855358e+01  1.95356740e-01
     1.00297719  5.07588381e+00  1.37199595e+01  1.95356740e-01
     1.00297719  5.24507994e+00  1.31502412e+01  1.95356740e-01
     1.00297719  5.41427607e+00  1.25061220e+01  1.95356740e-01
     1.00297719  5.58347220e+00  1.17153884e+01  1.95356740e-01
     1.00297719  5.75266832e+00  1.09867250e+01  1.95356740e-01
     1.00297719  5.92186445e+00  1.03803073e+01  1.95356740e-01
     1.00297719  6.09106058e+00  1.01243908e+01  1.95356740e-01
     1.00297719  6.26025670e+00  9.44771177e+00  1.95356740e-01
     1.00297719  6.42945283e+00  9.09076165e+00  1.95356740e-01
     1.00297719  6.59864896e+00  8.92415908e+00  1.95356740e-01
     1.00297719  6.76784509e+00  8.38693821e+00  1.95356740e-01
     1.00297719  6.93704121e+00  8.02304368e+00  1.95356740e-01
     1.00297719  7.10623734e+00  7.62438775e+00  1.95356740e-01
     1.00297719  7.27543347e+00  7.38234931e+00  1.95356740e-01
     1.00297719  7.44462959e+00  6.98379955e+00  1.95356740e-01
     1.00297719  7.61382572e+00  6.68239985e+00  1.95356740e-01
     1.00297719  8.12141410e+00  5.79924702e+00  1.95356740e-01
     1.00297719  8.79819861e+00  5.07599470e+00  1.95356740e-01
     1.00297719  9.47498312e+00  4.28921641e+00  1.95356740e-01
     1.00297719  1.01517676e+01  3.71844970e+00  1.95356740e-01
     1.00297719  1.08285521e+01  3.12953765e+00  1.95356740e-01
     1.00297719  1.15053366e+01  2.92958110e+00  1.95356740e-01
     1.00297719  1.21821212e+01  2.41611358e+00  1.95356740e-01
     1.00297719  1.28589057e+01  2.13756634e+00  1.95356740e-01
     1.00297719  1.35356902e+01  2.02112106e+00  1.95356740e-01
     1.00297719  1.42124747e+01  1.74388375e+00  1.95356740e-01
     1.00297719  1.48892592e+01  1.56411382e+00  1.95356740e-01
     1.00297719  1.55660437e+01  1.41348778e+00  1.95356740e-01
     1.00297719  1.62428282e+01  1.26682966e+00  1.95356740e-01
     1.00297719  1.69196127e+01  1.17246193e+00  1.95356740e-01
     1.00297719  1.75963972e+01  1.05106825e+00  1.95356740e-01
     1.00297719  1.82731817e+01  9.55065553e-01  1.95356740e-01
     1.00297719  1.89499662e+01  8.52355923e-01  1.95356740e-01
     1.00297719  1.96267507e+01  8.11084005e-01  1.95356740e-01
     1.00297719  2.03035353e+01  7.60700104e-01  1.95356740e-01
     1.00297719  2.09803198e+01  6.83755074e-01  1.95356740e-01
