# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
    57.41752911  1.69196127e-01  1.26977429e+00  1.95356740e-01
    57.41752911  3.38392254e-01  2.49463382e-01  1.95356740e-01
    57.41752911  5.07588381e-01  5.45558828e-02  1.95356740e-01
    57.41752911  6.76784509e-01 -7.58292705e-02  1.95356740e-01
    57.41752911  8.45980636e-01 -1.21127778e-01  1.95356740e-01
    57.41752911  1.01517676e+00 -1.48198726e-01  1.95356740e-01
    57.41752911  1.18437289e+00 -1.63298184e-01  1.95356740e-01
    57.41752911  1.35356902e+00 -1.70035153e-01  1.95356740e-01
    57.41752911  1.52276514e+00 -1.75412671e-01  1.95356740e-01
    57.41752911  1.69196127e+00 -1.81404541e-01  1.95356740e-01
    57.41752911  1.86115740e+00 -1.83928416e-01  1.95356740e-01
    57.41752911  2.03035353e+00 -1.86202806e-01  1.95356740e-01
    57.41752911  2.19954965e+00 -1.88031530e-01  1.95356740e-01
    57.41752911  2.36874578e+00 -1.89187811e-01  1.95356740e-01
    57.41752911  2.53794191e+00 -1.90080796e-01  1.95356740e-01
    57.41752911  2.70713803e+00 -1.90814918e-01  1.95356740e-01
    57.41752911  2.87633416e+00 -1.91661710e-01  1.95356740e-01
    57.41752911  3.04553029e+00 -1.91966053e-01  1.95356740e-01
    57.41752911  3.21472642e+00 -1.92469688e-01  1.95356740e-01
    57.41752911  3.38392254e+00 -1.92893235e-01  1.95356740e-01
    57.41752911  3.55311867e+00 -1.93293836e-01  1.95356740e-01
    57.41752911  3.72231480e+00 -1.93447635e-01  1.95356740e-01
    57.41752911  3.89151092e+00 -1.93637018e-01  1.95356740e-01
    57.41752911  4.06070705e+00 -1.93831182e-01  1.95356740e-01
    57.41752911  4.22990318e+00 -1.93968377e-01  1.95356740e-01
    57.41752911  4.39909931e+00 -1.94161577e-01  1.95356740e-01
    57.41752911  4.56829543e+00 -1.94240340e-01  1.95356740e-01
    57.41752911  4.73749156e+00 -1.94368168e-01  1.95356740e-01
    57.41752911  4.90668769e+00 -1.94456019e-01  1.95356740e-01
    57.41752911  5.07588381e+00 -1.94539267e-01  1.95356740e-01
    57.41752911  5.24507994e+00 -1.94597552e-01  1.95356740e-01
    57.41752911  5.41427607e+00 -1.94706331e-01  1.95356740e-01
    57.41752911  5.58347220e+00 -1.94774249e-01  1.95356740e-01
    57.41752911  5.75266832e+00 -1.94797770e-01  1.95356740e-01
    57.41752911  5.92186445e+00 -1.94823246e-01  1.95356740e-01
    57.41752911  6.09106058e+00 -1.94834174e-01  1.95356740e-01
    57.41752911  6.26025670e+00 -1.94814831e-01  1.95356740e-01
    57.41752911  6.42945283e+00 -1.94809006e-01  1.95356740e-01
    57.41752911  6.59864896e+00 -1.94778979e-01  1.95356740e-01
    57.41752911  6.76784509e+00 -1.94720237e-01  1.95356740e-01
    57.41752911  6.93704121e+00 -1.94677315e-01  1.95356740e-01
    57.41752911  7.10623734e+00 -1.94597551e-01  1.95356740e-01
    57.41752911  7.27543347e+00 -1.94517590e-01  1.95356740e-01
    57.41752911  7.44462959e+00 -1.94332456e-01  1.95356740e-01
    57.41752911  7.61382572e+00 -1.94254733e-01  1.95356740e-01
    57.41752911  8.12141410e+00 -1.93500619e-01  1.95356740e-01
    57.41752911  8.79819861e+00 -1.91217024e-01  1.95356740e-01
    57.41752911  9.47498312e+00 -1.82396637e-01  1.95356740e-01
    57.41752911  1.01517676e+01 -1.15745752e-02  1.95356740e-01
    57.41752911  1.08285521e+01  3.43044215e+01  1.95356740e-01
    57.41752911  1.15053366e+01 -1.17956230e-01  1.95356740e-01
    57.41752911  1.21821212e+01 -1.70976729e-01  1.95356740e-01
    57.41752911  1.28589057e+01 -1.82665893e-01  1.95356740e-01
    57.41752911  1.35356902e+01 -1.83957747e-01  1.95356740e-01
    57.41752911  1.42124747e+01 -1.21526835e-01  1.95356740e-01
    57.41752911  1.48892592e+01 -3.44510783e-02  1.95356740e-01
    57.41752911  1.55660437e+01  1.21030095e+01  1.95356740e-01
    57.41752911  1.62428282e+01 -1.22945137e-01  1.95356740e-01
    57.41752911  1.69196127e+01 -1.50846763e-01  1.95356740e-01
