# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
     6.59992909  1.69196127e-01  9.12327197e+01  1.95356740e-01
     6.59992909  3.38392254e-01  2.35999591e+01  1.95356740e-01
     6.59992909  5.07588381e-01  1.56504149e+01  1.95356740e-01
     6.59992909  6.76784509e-01  7.85598638e+00  1.95356740e-01
     6.59992909  8.45980636e-01  4.68831213e+00  1.95356740e-01
     6.59992909  1.01517676e+00  3.09656828e+00  1.95356740e-01
     6.59992909  1.18437289e+00  2.26038141e+00  1.95356740e-01
     6.59992909  1.35356902e+00  1.85838915e+00  1.95356740e-01
     6.59992909  1.52276514e+00  1.40365629e+00  1.95356740e-01
     6.59992909  1.69196127e+00  1.09098346e+00  1.95356740e-01
     6.59992909  1.86115740e+00  8.69705931e-01  1.95356740e-01
     6.59992909  2.03035353e+00  6.97427322e-01  1.95356740e-01
     6.59992909  2.19954965e+00  5.46958678e-01  1.95356740e-01
     6.59992909  2.36874578e+00  4.11173375e-01  1.95356740e-01
     6.59992909  2.53794191e+00  3.62652048e-01  1.95356740e-01
     6.59992909  2.70713803e+00  3.14724782e-01  1.95356740e-01
     6.59992909  2.87633416e+00  2.37899525e-01  1.95356740e-01
     6.59992909  3.04553029e+00  2.10959997e-01  1.95356740e-01
     6.59992909  3.21472642e+00  1.61606565e-01  1.95356740e-01
     6.59992909  3.38392254e+00  1.36462762e-01  1.95356740e-01
     6.59992909  3.55311867e+00  1.04291379e-01  1.95356740e-01
     6.59992909  3.72231480e+00  6.88753347e-02  1.95356740e-01
     6.59992909  3.89151092e+00  5.46840364e-02  1.95356740e-01
     6.59992909  4.06070705e+00  3.01002129e-02  1.95356740e-01
     6.59992909  4.22990318e+00  7.05358909e-03  1.95356740e-01
     6.59992909  4.39909931e+00 -2.13035023e-03  1.95356740e-01
     6.59992909  4.56829543e+00 -1.44259892e-02  1.95356740e-01
     6.59992909  4.73749156e+00 -2.90326427e-02  1.95356740e-01
     6.59992909  4.90668769e+00 -3.85430578e-02  1.95356740e-01
     6.59992909  5.07588381e+00 -4.60840127e-02  1.95356740e-01
     6.59992909  5.24507994e+00 -5.06653841e-02  1.95356740e-01
     6.59992909  5.41427607e+00 -5.95769283e-02  1.95356740e-01
     6.59992909  5.58347220e+00 -6.44528876e-02  1.95356740e-01
     6.59992909  5.75266832e+00 -6.90576061e-02  1.95356740e-01
     6.59992909  5.92186445e+00 -6.80567075e-02  1.95356740e-01
     6.59992909  6.09106058e+00 -7.23293648e-02  1.95356740e-01
     6.59992909  6.26025670e+00 -6.86607191e-02  1.95356740e-01
     6.59992909  6.42945283e+00 -7.11723741e-02  1.95356740e-01
     6.59992909  6.59864896e+00 -6.63827776e-02  1.95356740e-01
     6.59992909  6.76784509e+00 -6.61241166e-02  1.95356740e-01
     6.59992909  6.93704121e+00 -6.59220580e-02  1.95356740e-01
     6.59992909  7.10623734e+00 -5.88331486e-02  1.95356740e-01
     6.59992909  7.27543347e+00 -5.07733832e-02  1.95356740e-01
     6.59992909  7.44462959e+00 -4.67542476e-02  1.95356740e-01
     6.59992909  7.61382572e+00 -4.27951223e-02  1.95356740e-01
     6.59992909  8.12141410e+00 -1.67262966e-02  1.95356740e-01
     6.59992909  8.79819861e+00  3.04884551e-02  1.95356740e-01
     6.59992909  9.47498312e+00  3.14250654e-02  1.95356740e-01
     6.59992909  1.01517676e+01  3.36823566e-02  1.95356740e-01
     6.59992909  1.08285521e+01  4.25415092e-02  1.95356740e-01
     6.59992909  1.15053366e+01  2.79841221e-02  1.95356740e-01
     6.59992909  1.21821212e+01  3.00696837e-02  1.95356740e-01
     6.59992909  1.28589057e+01  4.67583648e-02  1.95356740e-01
     6.59992909  1.35356902e+01  2.48054710e-02  1.95356740e-01
     6.59992909  1.42124747e+01  3.40864274e-02  1.95356740e-01
     6.59992909  1.48892592e+01  1.54330894e-02  1.95356740e-01
     6.59992909  1.55660437e+01  1.53033914e-02  1.95356740e-01
     6.59992909  1.62428282e+01  1.36969946e-02  1.95356740e-01
     6.59992909  1.69196127e+01  1.41001655e-02  1.95356740e-01
     6.59992909  1.75963972e+01  1.06537011e-02  1.95356740e-01
     6.59992909  1.82731817e+01  1.71663301e-02  1.95356740e-01
     6.59992909  1.89499662e+01  1.26901569e-02  1.95356740e-01
     6.59992909  1.96267507e+01  8.53663728e-03  1.95356740e-01
     6.59992909  2.03035353e+01  1.43763795e-02  1.95356740e-01
     6.59992909  2.09803198e+01  1.57368280e-02  1.95356740e-01
     6.59992909  2.16571043e+01  9.37113848e-03  1.95356740e-01
     6.59992909  2.23338888e+01  1.20684640e-02  1.95356740e-01
     6.59992909  2.30106733e+01  1.44977585e-02  1.95356740e-01
     6.59992909  2.36874578e+01  5.94064852e-03  1.95356740e-01
     6.59992909  2.43642423e+01  6.82620731e-03  1.95356740e-01
     6.59992909  2.50410268e+01  2.72346023e-03  1.95356740e-01
     6.59992909  2.57178113e+01  6.38408128e-03  1.95356740e-01
     6.59992909  2.63945958e+01  7.29967919e-03  1.95356740e-01
     6.59992909  2.70713803e+01  9.39644754e-03  1.95356740e-01
     6.59992909  2.77481649e+01  6.67733154e-03  1.95356740e-01
     6.59992909  2.84249494e+01  4.87155529e-03  1.95356740e-01
     6.59992909  2.91017339e+01  5.16843380e-03  1.95356740e-01
     6.59992909  2.97785184e+01  6.41778150e-03  1.95356740e-01
     6.59992909  3.04553029e+01  5.50539303e-03  1.95356740e-01
     6.59992909  3.11320874e+01  7.58601094e-03  1.95356740e-01
     6.59992909  3.24856564e+01  6.08230811e-03  1.95356740e-01
     6.59992909  3.51927944e+01  1.37021595e-02  1.95356740e-01
     6.59992909  3.78999325e+01  1.08684296e-03  1.95356740e-01
     6.59992909  4.06070705e+01  2.66200617e-04  1.95356740e-01
     6.59992909  4.33142085e+01  5.76003046e-03  1.95356740e-01
     6.59992909  4.60213466e+01  2.27981661e-03  1.95356740e-01
     6.59992909  4.87284846e+01  3.25880842e-04  1.95356740e-01
     6.59992909  5.14356227e+01  3.89482020e-03  1.95356740e-01
     6.59992909  5.41427607e+01 -5.20302634e-03  1.95356740e-01
     6.59992909  5.68498987e+01  1.18599183e-03  1.95356740e-01
     6.59992909  5.95570368e+01 -7.60589008e-05  1.95356740e-01
     6.59992909  6.22641748e+01  4.37959933e-03  1.95356740e-01
     6.59992909  6.49713128e+01 -3.43436571e-03  1.95356740e-01
     6.59992909  6.76784509e+01  8.23994970e-03  1.95356740e-01
     6.59992909  7.03855889e+01 -4.28911530e-04  1.95356740e-01
     6.59992909  7.30927269e+01 -6.94110809e-04  1.95356740e-01
     6.59992909  7.57998650e+01  6.32249445e-03  1.95356740e-01
     6.59992909  7.85070030e+01  4.97564259e-04  1.95356740e-01
     6.59992909  8.12141410e+01  4.00254671e-03  1.95356740e-01
     6.59992909  8.39212791e+01  1.23384086e-03  1.95356740e-01
     6.59992909  8.66284171e+01 -9.70352342e-04  1.95356740e-01
     6.59992909  8.93355551e+01  4.81399618e-03  1.95356740e-01
     6.59992909  9.20426932e+01  4.59123254e-03  1.95356740e-01
     6.59992909  9.47498312e+01  2.32807568e-03  1.95356740e-01
     6.59992909  9.74569692e+01 -2.33122913e-03  1.95356740e-01
     6.59992909  1.00164107e+02  1.02259397e-03  1.95356740e-01
     6.59992909  1.02871245e+02 -5.39770508e-06  1.95356740e-01
     6.59992909  1.05578383e+02  2.11088173e-04  1.95356740e-01
     6.59992909  1.08285521e+02 -8.86281066e-04  1.95356740e-01
     6.59992909  1.10992659e+02  1.20704230e-03  1.95356740e-01
     6.59992909  1.13699797e+02 -2.93747011e-04  1.95356740e-01
     6.59992909  1.16406935e+02  1.34370055e-03  1.95356740e-01
     6.59992909  1.19114074e+02  2.41333380e-03  1.95356740e-01
     6.59992909  1.21821212e+02  3.98597421e-04  1.95356740e-01
     6.59992909  1.24528350e+02  2.17536823e-03  1.95356740e-01
     6.59992909  1.29942626e+02 -6.33263223e-03  1.95356740e-01
     6.59992909  1.40771178e+02  9.31438883e-03  1.95356740e-01
     6.59992909  1.51599730e+02 -9.02921169e-03  1.95356740e-01
     6.59992909  1.62428282e+02  1.76644502e-03  1.95356740e-01
     6.59992909  1.73256834e+02 -1.16127556e-03  1.95356740e-01
     6.59992909  1.84085386e+02 -5.39429446e-03  1.95356740e-01
     6.59992909  1.94913938e+02  9.39040819e-04  1.95356740e-01
     6.59992909  2.05742491e+02 -3.99922260e-04  1.95356740e-01
     6.59992909  2.16571043e+02  1.51863450e-03  1.95356740e-01
     6.59992909  2.27399595e+02 -2.50318062e-03  1.95356740e-01
     6.59992909  2.38228147e+02  7.78491692e-03  1.95356740e-01
     6.59992909  2.49056699e+02  3.95234843e-03  1.95356740e-01
     6.59992909  2.59885251e+02 -2.95808508e-03  1.95356740e-01
     6.59992909  2.70713803e+02 -2.86764221e-03  1.95356740e-01
     6.59992909  2.81542356e+02  1.12981483e-03  1.95356740e-01
     6.59992909  2.92370908e+02  1.51568585e-03  1.95356740e-01
     6.59992909  3.03199460e+02 -3.87249634e-03  1.95356740e-01
     6.59992909  3.14028012e+02 -4.68591153e-03  1.95356740e-01
     6.59992909  3.24856564e+02 -1.91860618e-03  1.95356740e-01
     6.59992909  3.35685116e+02  1.53506416e-03  1.95356740e-01
     6.59992909  3.46513668e+02  2.82431694e-03  1.95356740e-01
     6.59992909  3.57342221e+02  1.30037208e-03  1.95356740e-01
     6.59992909  3.68170773e+02  1.66484986e-03  1.95356740e-01
     6.59992909  3.78999325e+02 -4.10505646e-03  1.95356740e-01
     6.59992909  3.89827877e+02  7.04857810e-04  1.95356740e-01
     6.59992909  4.00656429e+02 -4.70253413e-04  1.95356740e-01
     6.59992909  4.11484981e+02  6.57143154e-04  1.95356740e-01
     6.59992909  4.22313533e+02 -5.92840973e-04  1.95356740e-01
     6.59992909  4.33142085e+02  9.17345643e-04  1.95356740e-01
     6.59992909  4.43970638e+02  3.94028050e-03  1.95356740e-01
     6.59992909  4.54799190e+02  1.94748699e-03  1.95356740e-01
     6.59992909  4.65627742e+02  1.89470625e-04  1.95356740e-01
     6.59992909  4.76456294e+02 -1.67657533e-03  1.95356740e-01
     6.59992909  4.87284846e+02  4.08546113e-05  1.95356740e-01
     6.59992909  4.98113398e+02  3.74522848e-03  1.95356740e-01
