# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
   117.34319527  1.69196127e-01  1.59801612e-01  1.95356740e-01
   117.34319527  3.38392254e-01 -8.59216068e-02  1.95356740e-01
   117.34319527  5.07588381e-01 -1.34550758e-01  1.95356740e-01
   117.34319527  6.76784509e-01 -1.66385591e-01  1.95356740e-01
   117.34319527  8.45980636e-01 -1.77182889e-01  1.95356740e-01
   117.34319527  1.01517676e+00 -1.83775409e-01  1.95356740e-01
   117.34319527  1.18437289e+00 -1.87562403e-01  1.95356740e-01
   117.34319527  1.35356902e+00 -1.89226912e-01  1.95356740e-01
   117.34319527  1.52276514e+00 -1.90511448e-01  1.95356740e-01
   117.34319527  1.69196127e+00 -1.91959774e-01  1.95356740e-01
   117.34319527  1.86115740e+00 -1.92575853e-01  1.95356740e-01
   117.34319527  2.03035353e+00 -1.93133549e-01  1.95356740e-01
   117.34319527  2.19954965e+00 -1.93559774e-01  1.95356740e-01
   117.34319527  2.36874578e+00 -1.93831463e-01  1.95356740e-01
   117.34319527  2.53794191e+00 -1.94073711e-01  1.95356740e-01
   117.34319527  2.70713803e+00 -1.94234869e-01  1.95356740e-01
   117.34319527  2.87633416e+00 -1.94448611e-01  1.95356740e-01
   117.34319527  3.04553029e+00 -1.94526095e-01  1.95356740e-01
   117.34319527  3.21472642e+00 -1.94642900e-01  1.95356740e-01
   117.34319527  3.38392254e+00 -1.94749587e-01  1.95356740e-01
   117.34319527  3.55311867e+00 -1.94840867e-01  1.95356740e-01
   117.34319527  3.72231480e+00 -1.94882466e-01  1.95356740e-01
   117.34319527  3.89151092e+00 -1.94926866e-01  1.95356740e-01
   117.34319527  4.06070705e+00 -1.94978845e-01  1.95356740e-01
   117.34319527  4.22990318e+00 -1.95007168e-01  1.95356740e-01
   117.34319527  4.39909931e+00 -1.95058129e-01  1.95356740e-01
   117.34319527  4.56829543e+00 -1.95077511e-01  1.95356740e-01
   117.34319527  4.73749156e+00 -1.95105745e-01  1.95356740e-01
   117.34319527  4.90668769e+00 -1.95128206e-01  1.95356740e-01
   117.34319527  5.07588381e+00 -1.95150962e-01  1.95356740e-01
   117.34319527  5.24507994e+00 -1.95164018e-01  1.95356740e-01
   117.34319527  5.41427607e+00 -1.95191040e-01  1.95356740e-01
   117.34319527  5.58347220e+00 -1.95208715e-01  1.95356740e-01
   117.34319527  5.75266832e+00 -1.95217158e-01  1.95356740e-01
   117.34319527  5.92186445e+00 -1.95227668e-01  1.95356740e-01
   117.34319527  6.09106058e+00 -1.95233276e-01  1.95356740e-01
   117.34319527  6.26025670e+00 -1.95235550e-01  1.95356740e-01
   117.34319527  6.42945283e+00 -1.95238892e-01  1.95356740e-01
   117.34319527  6.59864896e+00 -1.95240020e-01  1.95356740e-01
   117.34319527  6.76784509e+00 -1.95234593e-01  1.95356740e-01
   117.34319527  6.93704121e+00 -1.95232684e-01  1.95356740e-01
   117.34319527  7.10623734e+00 -1.95223850e-01  1.95356740e-01
   117.34319527  7.27543347e+00 -1.95219650e-01  1.95356740e-01
   117.34319527  7.44462959e+00 -1.95198850e-01  1.95356740e-01
   117.34319527  7.61382572e+00 -1.95190317e-01  1.95356740e-01
   117.34319527  8.12141410e+00 -1.94880118e-01  1.95356740e-01
   117.34319527  8.79819861e+00 -1.94384903e-01  1.95356740e-01
   117.34319527  9.47498312e+00 -1.92523727e-01  1.95356740e-01
   117.34319527  1.01517676e+01 -1.52374513e-01  1.95356740e-01
   117.34319527  1.08285521e+01  7.24295576e+01  1.95356740e-01
   117.34319527  1.15053366e+01 -1.72861198e-01  1.95356740e-01
   117.34319527  1.21821212e+01 -1.89731721e-01  1.95356740e-01
   117.34319527  1.28589057e+01 -1.92226309e-01  1.95356740e-01
   117.34319527  1.35356902e+01 -1.92862471e-01  1.95356740e-01
   117.34319527  1.42124747e+01 -1.72701039e-01  1.95356740e-01
   117.34319527  1.48892592e+01 -1.43230150e-01  1.95356740e-01
   117.34319527  1.55660437e+01  5.75855431e+01  1.95356740e-01
   117.34319527  1.62428282e+01 -1.73805903e-01  1.95356740e-01
   117.34319527  1.69196127e+01 -1.85928495e-01  1.95356740e-01
   117.34319527  1.75963972e+01 -1.87571207e-01  1.95356740e-01
   117.34319527  1.82731817e+01 -1.56080702e-01  1.95356740e-01
   117.34319527  1.89499662e+01  1.98285930e+01  1.95356740e-01
   117.34319527  1.96267507e+01 -1.74017139e-01  1.95356740e-01
   117.34319527  2.03035353e+01 -1.86983480e-01  1.95356740e-01
   117.34319527  2.09803198e+01 -1.48941386e-01  1.95356740e-01
   117.34319527  2.16571043e+01  9.16598964e+00  1.95356740e-01
   117.34319527  2.23338888e+01 -1.71780288e-01  1.95356740e-01
   117.34319527  2.30106733e+01 -1.51289564e-01  1.95356740e-01
   117.34319527  2.36874578e+01 -7.44062580e-02  1.95356740e-01
   117.34319527  2.43642423e+01  2.21146743e+01  1.95356740e-01
   117.34319527  2.50410268e+01 -1.20953158e-01  1.95356740e-01
   117.34319527  2.57178113e+01 -7.47162708e-02  1.95356740e-01
   117.34319527  2.63945958e+01  1.50164700e+01  1.95356740e-01
   117.34319527  2.70713803e+01 -1.11613516e-01  1.95356740e-01
   117.34319527  2.77481649e+01 -1.69812084e-01  1.95356740e-01
   117.34319527  2.84249494e+01 -1.81324860e-01  1.95356740e-01
   117.34319527  2.91017339e+01 -1.83813897e-01  1.95356740e-01
   117.34319527  2.97785184e+01 -1.74313281e-01  1.95356740e-01
   117.34319527  3.04553029e+01  3.11707013e+00  1.95356740e-01
   117.34319527  3.11320874e+01 -1.47035057e-01  1.95356740e-01
   117.34319527  3.24856564e+01  9.19291533e+01  1.95356740e-01
   117.34319527  3.51927944e+01  8.87510883e+01  1.95356740e-01
   117.34319527  3.78999325e+01  2.64799571e+01  1.95356740e-01
   117.34319527  4.06070705e+01  2.73253203e+01  1.95356740e-01
   117.34319527  4.33142085e+01  1.73106642e+01  1.95356740e-01
   117.34319527  4.60213466e+01  1.00744121e+01  1.95356740e-01
   117.34319527  4.87284846e+01  7.91787009e+00  1.95356740e-01
   117.34319527  5.14356227e+01  1.16261038e+00  1.95356740e-01
   117.34319527  5.41427607e+01  7.24388318e+00  1.95356740e-01
   117.34319527  5.68498987e+01  2.19527958e+00  1.95356740e-01
   117.34319527  5.95570368e+01  4.25756041e+00  1.95356740e-01
   117.34319527  6.22641748e+01  2.03856613e+00  1.95356740e-01
   117.34319527  6.49713128e+01  2.41248325e+00  1.95356740e-01
   117.34319527  6.76784509e+01  1.63375826e+00  1.95356740e-01
   117.34319527  7.03855889e+01  1.97826926e+00  1.95356740e-01
   117.34319527  7.30927269e+01  1.18038824e+00  1.95356740e-01
   117.34319527  7.57998650e+01  9.97573420e-01  1.95356740e-01
   117.34319527  7.85070030e+01  1.16375517e+00  1.95356740e-01
   117.34319527  8.12141410e+01  3.67312054e-01  1.95356740e-01
   117.34319527  8.39212791e+01  5.83652268e-01  1.95356740e-01
   117.34319527  8.66284171e+01  3.91468442e-01  1.95356740e-01
   117.34319527  8.93355551e+01  2.64374622e-01  1.95356740e-01
   117.34319527  9.20426932e+01  1.30281715e-01  1.95356740e-01
   117.34319527  9.47498312e+01  1.91333496e-01  1.95356740e-01
   117.34319527  9.74569692e+01  1.19900976e-01  1.95356740e-01
   117.34319527  1.00164107e+02  7.81463048e-02  1.95356740e-01
   117.34319527  1.02871245e+02  1.15346356e-01  1.95356740e-01
   117.34319527  1.05578383e+02  4.44140406e-02  1.95356740e-01
   117.34319527  1.08285521e+02  1.02407654e-01  1.95356740e-01
   117.34319527  1.10992659e+02  5.01475588e-02  1.95356740e-01
   117.34319527  1.13699797e+02  1.49438932e-02  1.95356740e-01
   117.34319527  1.16406935e+02  7.15463388e-02  1.95356740e-01
   117.34319527  1.19114074e+02  1.07074204e-02  1.95356740e-01
   117.34319527  1.21821212e+02  4.45519331e-02  1.95356740e-01
   117.34319527  1.24528350e+02  2.84509199e-02  1.95356740e-01
   117.34319527  1.29942626e+02  4.72879028e+00  1.95356740e-01
   117.34319527  1.40771178e+02  3.64756957e+00  1.95356740e-01
   117.34319527  1.51599730e+02  2.45024316e+00  1.95356740e-01
   117.34319527  1.62428282e+02  1.66515969e+00  1.95356740e-01
   117.34319527  1.73256834e+02  1.25702615e+00  1.95356740e-01
   117.34319527  1.84085386e+02  1.01841879e+00  1.95356740e-01
   117.34319527  1.94913938e+02  7.55987407e-01  1.95356740e-01
   117.34319527  2.05742491e+02  4.91418334e-01  1.95356740e-01
   117.34319527  2.16571043e+02  3.43825200e-01  1.95356740e-01
   117.34319527  2.27399595e+02  2.80498195e-01  1.95356740e-01
   117.34319527  2.38228147e+02  2.27807602e-01  1.95356740e-01
   117.34319527  2.49056699e+02  1.62197040e-01  1.95356740e-01
   117.34319527  2.59885251e+02  1.22665889e-01  1.95356740e-01
   117.34319527  2.70713803e+02  9.82604181e-02  1.95356740e-01
   117.34319527  2.81542356e+02  8.60763662e-02  1.95356740e-01
   117.34319527  2.92370908e+02  6.06872945e-02  1.95356740e-01
   117.34319527  3.03199460e+02  4.91548123e-02  1.95356740e-01
   117.34319527  3.14028012e+02  4.44179431e-02  1.95356740e-01
   117.34319527  3.24856564e+02  3.83653969e-02  1.95356740e-01
   117.34319527  3.35685116e+02  2.52350680e-02  1.95356740e-01
   117.34319527  3.46513668e+02  1.56477305e-02  1.95356740e-01
