# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
    92.52834624  1.69196127e-01  3.74012928e-01  1.95356740e-01
    92.52834624  3.38392254e-01 -2.05620772e-02  1.95356740e-01
    92.52834624  5.07588381e-01 -9.79678749e-02  1.95356740e-01
    92.52834624  6.76784509e-01 -1.48909793e-01  1.95356740e-01
    92.52834624  8.45980636e-01 -1.66295096e-01  1.95356740e-01
    92.52834624  1.01517676e+00 -1.76850664e-01  1.95356740e-01
    92.52834624  1.18437289e+00 -1.82870203e-01  1.95356740e-01
    92.52834624  1.35356902e+00 -1.85522574e-01  1.95356740e-01
    92.52834624  1.52276514e+00 -1.87590381e-01  1.95356740e-01
    92.52834624  1.69196127e+00 -1.89915005e-01  1.95356740e-01
    92.52834624  1.86115740e+00 -1.90900475e-01  1.95356740e-01
    92.52834624  2.03035353e+00 -1.91790384e-01  1.95356740e-01
    92.52834624  2.19954965e+00 -1.92481995e-01  1.95356740e-01
    92.52834624  2.36874578e+00 -1.92920963e-01  1.95356740e-01
    92.52834624  2.53794191e+00 -1.93298764e-01  1.95356740e-01
    92.52834624  2.70713803e+00 -1.93564548e-01  1.95356740e-01
    92.52834624  2.87633416e+00 -1.93903038e-01  1.95356740e-01
    92.52834624  3.04553029e+00 -1.94025683e-01  1.95356740e-01
    92.52834624  3.21472642e+00 -1.94215140e-01  1.95356740e-01
    92.52834624  3.38392254e+00 -1.94384919e-01  1.95356740e-01
    92.52834624  3.55311867e+00 -1.94533905e-01  1.95356740e-01
    92.52834624  3.72231480e+00 -1.94598363e-01  1.95356740e-01
    92.52834624  3.89151092e+00 -1.94670116e-01  1.95356740e-01
    92.52834624  4.06070705e+00 -1.94751707e-01  1.95356740e-01
    92.52834624  4.22990318e+00 -1.94799299e-01  1.95356740e-01
    92.52834624  4.39909931e+00 -1.94879248e-01  1.95356740e-01
    92.52834624  4.56829543e+00 -1.94910181e-01  1.95356740e-01
    92.52834624  4.73749156e+00 -1.94956312e-01  1.95356740e-01
    92.52834624  4.90668769e+00 -1.94992209e-01  1.95356740e-01
    92.52834624  5.07588381e+00 -1.95027726e-01  1.95356740e-01
    92.52834624  5.24507994e+00 -1.95048844e-01  1.95356740e-01
    92.52834624  5.41427607e+00 -1.95092523e-01  1.95356740e-01
    92.52834624  5.58347220e+00 -1.95120100e-01  1.95356740e-01
    92.52834624  5.75266832e+00 -1.95132517e-01  1.95356740e-01
    92.52834624  5.92186445e+00 -1.95147892e-01  1.95356740e-01
    92.52834624  6.09106058e+00 -1.95155561e-01  1.95356740e-01
    92.52834624  6.26025670e+00 -1.95156433e-01  1.95356740e-01
    92.52834624  6.42945283e+00 -1.95159993e-01  1.95356740e-01
    92.52834624  6.59864896e+00 -1.95158553e-01  1.95356740e-01
    92.52834624  6.76784509e+00 -1.95145529e-01  1.95356740e-01
    92.52834624  6.93704121e+00 -1.95139111e-01  1.95356740e-01
    92.52834624  7.10623734e+00 -1.95120509e-01  1.95356740e-01
    92.52834624  7.27543347e+00 -1.95106870e-01  1.95356740e-01
    92.52834624  7.44462959e+00 -1.95062308e-01  1.95356740e-01
    92.52834624  7.61382572e+00 -1.95044475e-01  1.95356740e-01
    92.52834624  8.12141410e+00 -1.94602834e-01  1.95356740e-01
    92.52834624  8.79819861e+00 -1.93802529e-01  1.95356740e-01
    92.52834624  9.47498312e+00 -1.90755860e-01  1.95356740e-01
    92.52834624  1.01517676e+01 -1.23990913e-01  1.95356740e-01
