# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
    32.73466746  1.69196127e-01  4.22764913e+00  1.95356740e-01
    32.73466746  3.38392254e-01  1.12195738e+00  1.95356740e-01
    32.73466746  5.07588381e-01  5.56441523e-01  1.95356740e-01
    32.73466746  6.76784509e-01  1.65874641e-01  1.95356740e-01
    32.73466746  8.45980636e-01  2.61324301e-02  1.95356740e-01
    32.73466746  1.01517676e+00 -5.50391271e-02  1.95356740e-01
    32.73466746  1.18437289e+00 -9.85568876e-02  1.95356740e-01
    32.73466746  1.35356902e+00 -1.18656382e-01  1.95356740e-01
    32.73466746  1.52276514e+00 -1.35241007e-01  1.95356740e-01
    32.73466746  1.69196127e+00 -1.53238954e-01  1.95356740e-01
    32.73466746  1.86115740e+00 -1.60962538e-01  1.95356740e-01
    32.73466746  2.03035353e+00 -1.67850309e-01  1.95356740e-01
    32.73466746  2.19954965e+00 -1.73525307e-01  1.95356740e-01
    32.73466746  2.36874578e+00 -1.77200428e-01  1.95356740e-01
    32.73466746  2.53794191e+00 -1.79454295e-01  1.95356740e-01
    32.73466746  2.70713803e+00 -1.81949165e-01  1.95356740e-01
    32.73466746  2.87633416e+00 -1.84441733e-01  1.95356740e-01
    32.73466746  3.04553029e+00 -1.85297163e-01  1.95356740e-01
    32.73466746  3.21472642e+00 -1.86899203e-01  1.95356740e-01
    32.73466746  3.38392254e+00 -1.88085508e-01  1.95356740e-01
    32.73466746  3.55311867e+00 -1.89371891e-01  1.95356740e-01
    32.73466746  3.72231480e+00 -1.89837660e-01  1.95356740e-01
    32.73466746  3.89151092e+00 -1.90424103e-01  1.95356740e-01
    32.73466746  4.06070705e+00 -1.90971283e-01  1.95356740e-01
    32.73466746  4.22990318e+00 -1.91397085e-01  1.95356740e-01
    32.73466746  4.39909931e+00 -1.91959971e-01  1.95356740e-01
    32.73466746  4.56829543e+00 -1.92187025e-01  1.95356740e-01
    32.73466746  4.73749156e+00 -1.92598082e-01  1.95356740e-01
    32.73466746  4.90668769e+00 -1.92856271e-01  1.95356740e-01
    32.73466746  5.07588381e+00 -1.93080638e-01  1.95356740e-01
    32.73466746  5.24507994e+00 -1.93263735e-01  1.95356740e-01
    32.73466746  5.41427607e+00 -1.93529880e-01  1.95356740e-01
    32.73466746  5.58347220e+00 -1.93731981e-01  1.95356740e-01
    32.73466746  5.75266832e+00 -1.93791513e-01  1.95356740e-01
    32.73466746  5.92186445e+00 -1.93827810e-01  1.95356740e-01
    32.73466746  6.09106058e+00 -1.93842885e-01  1.95356740e-01
    32.73466746  6.26025670e+00 -1.93749626e-01  1.95356740e-01
    32.73466746  6.42945283e+00 -1.93702907e-01  1.95356740e-01
    32.73466746  6.59864896e+00 -1.93543202e-01  1.95356740e-01
    32.73466746  6.76784509e+00 -1.93368547e-01  1.95356740e-01
    32.73466746  6.93704121e+00 -1.93120053e-01  1.95356740e-01
    32.73466746  7.10623734e+00 -1.92875061e-01  1.95356740e-01
    32.73466746  7.27543347e+00 -1.92553904e-01  1.95356740e-01
    32.73466746  7.44462959e+00 -1.91989423e-01  1.95356740e-01
    32.73466746  7.61382572e+00 -1.91569544e-01  1.95356740e-01
    32.73466746  8.12141410e+00 -1.89834902e-01  1.95356740e-01
    32.73466746  8.79819861e+00 -1.80408149e-01  1.95356740e-01
    32.73466746  9.47498312e+00 -1.44880150e-01  1.95356740e-01
    32.73466746  1.01517676e+01  1.93814620e-01  1.95356740e-01
    32.73466746  1.08285521e+01  5.39461944e+00  1.95356740e-01
    32.73466746  1.15053366e+01  2.18402869e-02  1.95356740e-01
    32.73466746  1.21821212e+01 -1.11004351e-01  1.95356740e-01
    32.73466746  1.28589057e+01 -1.50615773e-01  1.95356740e-01
    32.73466746  1.35356902e+01 -1.51960126e-01  1.95356740e-01
    32.73466746  1.42124747e+01 -1.56998375e-02  1.95356740e-01
    32.73466746  1.48892592e+01  2.62795427e-02  1.95356740e-01
    32.73466746  1.55660437e+01  3.26403884e-01  1.95356740e-01
    32.73466746  1.62428282e+01 -2.54741891e-02  1.95356740e-01
    32.73466746  1.69196127e+01 -7.24831167e-02  1.95356740e-01
