# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
     5.49645124  1.69196127e-01  1.26111808e+02  1.95356740e-01
     5.49645124  3.38392254e-01  3.17912433e+01  1.95356740e-01
     5.49645124  5.07588381e-01  2.18995148e+01  1.95356740e-01
     5.49645124  6.76784509e-01  1.11882450e+01  1.95356740e-01
     5.49645124  8.45980636e-01  6.83012952e+00  1.95356740e-01
     5.49645124  1.01517676e+00  4.66214950e+00  1.95356740e-01
     5.49645124  1.18437289e+00  3.41686675e+00  1.95356740e-01
     5.49645124  1.35356902e+00  2.85675258e+00  1.95356740e-01
     5.49645124  1.52276514e+00  2.23386283e+00  1.95356740e-01
     5.49645124  1.69196127e+00  1.77023019e+00  1.95356740e-01
     5.49645124  1.86115740e+00  1.47001506e+00  1.95356740e-01
     5.49645124  2.03035353e+00  1.23815927e+00  1.95356740e-01
     5.49645124  2.19954965e+00  1.03323210e+00  1.95356740e-01
     5.49645124  2.36874578e+00  8.19693014e-01  1.95356740e-01
     5.49645124  2.53794191e+00  7.13279219e-01  1.95356740e-01
     5.49645124  2.70713803e+00  6.56046922e-01  1.95356740e-01
     5.49645124  2.87633416e+00  5.38958582e-01  1.95356740e-01
     5.49645124  3.04553029e+00  5.08563318e-01  1.95356740e-01
     5.49645124  3.21472642e+00  4.37114680e-01  1.95356740e-01
     5.49645124  3.38392254e+00  3.89651919e-01  1.95356740e-01
     5.49645124  3.55311867e+00  3.51656535e-01  1.95356740e-01
     5.49645124  3.72231480e+00  2.92490410e-01  1.95356740e-01
     5.49645124  3.89151092e+00  2.71768120e-01  1.95356740e-01
     5.49645124  4.06070705e+00  2.41901222e-01  1.95356740e-01
     5.49645124  4.22990318e+00  1.92623999e-01  1.95356740e-01
     5.49645124  4.39909931e+00  1.78366382e-01  1.95356740e-01
     5.49645124  4.56829543e+00  1.54305500e-01  1.95356740e-01
     5.49645124  4.73749156e+00  1.31453287e-01  1.95356740e-01
     5.49645124  4.90668769e+00  1.19834822e-01  1.95356740e-01
     5.49645124  5.07588381e+00  1.00996825e-01  1.95356740e-01
     5.49645124  5.24507994e+00  9.80237210e-02  1.95356740e-01
     5.49645124  5.41427607e+00  8.52036376e-02  1.95356740e-01
     5.49645124  5.58347220e+00  7.17913218e-02  1.95356740e-01
     5.49645124  5.75266832e+00  6.68512376e-02  1.95356740e-01
     5.49645124  5.92186445e+00  5.78395538e-02  1.95356740e-01
     5.49645124  6.09106058e+00  5.56394452e-02  1.95356740e-01
     5.49645124  6.26025670e+00  5.59103716e-02  1.95356740e-01
     5.49645124  6.42945283e+00  5.36888296e-02  1.95356740e-01
     5.49645124  6.59864896e+00  5.39534495e-02  1.95356740e-01
     5.49645124  6.76784509e+00  5.66972533e-02  1.95356740e-01
     5.49645124  6.93704121e+00  5.28149091e-02  1.95356740e-01
     5.49645124  7.10623734e+00  5.86236528e-02  1.95356740e-01
     5.49645124  7.27543347e+00  5.85380046e-02  1.95356740e-01
     5.49645124  7.44462959e+00  6.20674136e-02  1.95356740e-01
     5.49645124  7.61382572e+00  6.57248046e-02  1.95356740e-01
     5.49645124  8.12141410e+00  7.63965540e-02  1.95356740e-01
     5.49645124  8.79819861e+00  9.46363846e-02  1.95356740e-01
     5.49645124  9.47498312e+00  8.04289398e-02  1.95356740e-01
     5.49645124  1.01517676e+01  6.72677972e-02  1.95356740e-01
     5.49645124  1.08285521e+01  8.06972156e-02  1.95356740e-01
     5.49645124  1.15053366e+01  7.10752786e-02  1.95356740e-01
     5.49645124  1.21821212e+01  5.42998878e-02  1.95356740e-01
     5.49645124  1.28589057e+01  6.66271776e-02  1.95356740e-01
     5.49645124  1.35356902e+01  4.59428519e-02  1.95356740e-01
     5.49645124  1.42124747e+01  5.15887531e-02  1.95356740e-01
     5.49645124  1.48892592e+01  4.52185494e-02  1.95356740e-01
     5.49645124  1.55660437e+01  4.51941508e-02  1.95356740e-01
     5.49645124  1.62428282e+01  3.40230398e-02  1.95356740e-01
     5.49645124  1.69196127e+01  3.18848495e-02  1.95356740e-01
     5.49645124  1.75963972e+01  3.55700641e-02  1.95356740e-01
     5.49645124  1.82731817e+01  3.07244084e-02  1.95356740e-01
     5.49645124  1.89499662e+01  2.73401863e-02  1.95356740e-01
     5.49645124  1.96267507e+01  2.57330518e-02  1.95356740e-01
     5.49645124  2.03035353e+01  2.27301236e-02  1.95356740e-01
     5.49645124  2.09803198e+01  2.28715523e-02  1.95356740e-01
     5.49645124  2.16571043e+01  2.20205817e-02  1.95356740e-01
