# Matter power spectrum
######################################################
#
# (0)  Redshift
#      Unit = dimensionless
# (1)  Fourier scale k
#      Unit = 3.240779e-25 cm**-1
#      Unit = 1.000000e-06 pc**-1
#      Unit = 1.000000e+00 Mpc**-1
# (2)  The shot-noise subtracted power
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
# (3)  The shot-noise power (scale-independant)
#      Unit = 2.937999e+73 cm**3
#      Unit = 1.000000e+18 pc**3
#      Unit = 1.000000e+00 Mpc**3
#
#       (0)             (1)             (2)             (3)    
#             z               k            P(k)         P_noise
   127.00000000  1.69196127e-01  1.08122331e-01  1.95356740e-01
   127.00000000  3.38392254e-01 -1.01764328e-01  1.95356740e-01
   127.00000000  5.07588381e-01 -1.43389279e-01  1.95356740e-01
   127.00000000  6.76784509e-01 -1.70602626e-01  1.95356740e-01
   127.00000000  8.45980636e-01 -1.79818232e-01  1.95356740e-01
   127.00000000  1.01517676e+00 -1.85453513e-01  1.95356740e-01
   127.00000000  1.18437289e+00 -1.88696863e-01  1.95356740e-01
   127.00000000  1.35356902e+00 -1.90121389e-01  1.95356740e-01
   127.00000000  1.52276514e+00 -1.91217675e-01  1.95356740e-01
   127.00000000  1.69196127e+00 -1.92454834e-01  1.95356740e-01
   127.00000000  1.86115740e+00 -1.92981492e-01  1.95356740e-01
   127.00000000  2.03035353e+00 -1.93458718e-01  1.95356740e-01
   127.00000000  2.19954965e+00 -1.93821547e-01  1.95356740e-01
   127.00000000  2.36874578e+00 -1.94053340e-01  1.95356740e-01
   127.00000000  2.53794191e+00 -1.94261726e-01  1.95356740e-01
   127.00000000  2.70713803e+00 -1.94398382e-01  1.95356740e-01
   127.00000000  2.87633416e+00 -1.94581531e-01  1.95356740e-01
   127.00000000  3.04553029e+00 -1.94648017e-01  1.95356740e-01
   127.00000000  3.21472642e+00 -1.94747457e-01  1.95356740e-01
   127.00000000  3.38392254e+00 -1.94838766e-01  1.95356740e-01
   127.00000000  3.55311867e+00 -1.94916332e-01  1.95356740e-01
   127.00000000  3.72231480e+00 -1.94952197e-01  1.95356740e-01
   127.00000000  3.89151092e+00 -1.94990057e-01  1.95356740e-01
   127.00000000  4.06070705e+00 -1.95034662e-01  1.95356740e-01
   127.00000000  4.22990318e+00 -1.95058555e-01  1.95356740e-01
   127.00000000  4.39909931e+00 -1.95102266e-01  1.95356740e-01
   127.00000000  4.56829543e+00 -1.95118872e-01  1.95356740e-01
   127.00000000  4.73749156e+00 -1.95142867e-01  1.95356740e-01
   127.00000000  4.90668769e+00 -1.95162011e-01  1.95356740e-01
   127.00000000  5.07588381e+00 -1.95181574e-01  1.95356740e-01
   127.00000000  5.24507994e+00 -1.95192716e-01  1.95356740e-01
   127.00000000  5.41427607e+00 -1.95215708e-01  1.95356740e-01
   127.00000000  5.58347220e+00 -1.95230880e-01  1.95356740e-01
   127.00000000  5.75266832e+00 -1.95238197e-01  1.95356740e-01
   127.00000000  5.92186445e+00 -1.95247275e-01  1.95356740e-01
   127.00000000  6.09106058e+00 -1.95252157e-01  1.95356740e-01
   127.00000000  6.26025670e+00 -1.95254419e-01  1.95356740e-01
   127.00000000  6.42945283e+00 -1.95257454e-01  1.95356740e-01
   127.00000000  6.59864896e+00 -1.95258747e-01  1.95356740e-01
   127.00000000  6.76784509e+00 -1.95254635e-01  1.95356740e-01
   127.00000000  6.93704121e+00 -1.95253376e-01  1.95356740e-01
   127.00000000  7.10623734e+00 -1.95246374e-01  1.95356740e-01
   127.00000000  7.27543347e+00 -1.95243706e-01  1.95356740e-01
   127.00000000  7.44462959e+00 -1.95227327e-01  1.95356740e-01
   127.00000000  7.61382572e+00 -1.95220575e-01  1.95356740e-01
   127.00000000  8.12141410e+00 -1.94947853e-01  1.95356740e-01
   127.00000000  8.79819861e+00 -1.94523999e-01  1.95356740e-01
   127.00000000  9.47498312e+00 -1.92942748e-01  1.95356740e-01
   127.00000000  1.01517676e+01 -1.59114646e-01  1.95356740e-01
   127.00000000  1.08285521e+01  7.49812183e+01  1.95356740e-01
   127.00000000  1.15053366e+01 -1.75575096e-01  1.95356740e-01
   127.00000000  1.21821212e+01 -1.90576969e-01  1.95356740e-01
   127.00000000  1.28589057e+01 -1.92683752e-01  1.95356740e-01
   127.00000000  1.35356902e+01 -1.93214837e-01  1.95356740e-01
   127.00000000  1.42124747e+01 -1.75728324e-01  1.95356740e-01
   127.00000000  1.48892592e+01 -1.50752130e-01  1.95356740e-01
   127.00000000  1.55660437e+01  6.17671901e+01  1.95356740e-01
   127.00000000  1.62428282e+01 -1.76707496e-01  1.95356740e-01
   127.00000000  1.69196127e+01 -1.87392366e-01  1.95356740e-01
   127.00000000  1.75963972e+01 -1.88590196e-01  1.95356740e-01
   127.00000000  1.82731817e+01 -1.61075561e-01  1.95356740e-01
   127.00000000  1.89499662e+01  2.20668492e+01  1.95356740e-01
   127.00000000  1.96267507e+01 -1.76926654e-01  1.95356740e-01
   127.00000000  2.03035353e+01 -1.88330354e-01  1.95356740e-01
   127.00000000  2.09803198e+01 -1.54942752e-01  1.95356740e-01
   127.00000000  2.16571043e+01  1.05774154e+01  1.95356740e-01
   127.00000000  2.23338888e+01 -1.75103222e-01  1.95356740e-01
   127.00000000  2.30106733e+01 -1.57027266e-01  1.95356740e-01
   127.00000000  2.36874578e+01 -8.87201165e-02  1.95356740e-01
   127.00000000  2.43642423e+01  2.64889730e+01  1.95356740e-01
   127.00000000  2.50410268e+01 -1.30775667e-01  1.95356740e-01
   127.00000000  2.57178113e+01 -8.74524065e-02  1.95356740e-01
   127.00000000  2.63945958e+01  1.87135888e+01  1.95356740e-01
   127.00000000  2.70713803e+01 -1.21681518e-01  1.95356740e-01
   127.00000000  2.77481649e+01 -1.73232172e-01  1.95356740e-01
   127.00000000  2.84249494e+01 -1.83458076e-01  1.95356740e-01
   127.00000000  2.91017339e+01 -1.85656059e-01  1.95356740e-01
   127.00000000  2.97785184e+01 -1.76885411e-01  1.95356740e-01
   127.00000000  3.04553029e+01  4.25677513e+00  1.95356740e-01
   127.00000000  3.11320874e+01 -1.53374778e-01  1.95356740e-01
   127.00000000  3.24856564e+01  1.28069735e+02  1.95356740e-01
   127.00000000  3.51927944e+01  1.27755109e+02  1.95356740e-01
   127.00000000  3.78999325e+01  4.29926896e+01  1.95356740e-01
   127.00000000  4.06070705e+01  4.64064203e+01  1.95356740e-01
   127.00000000  4.33142085e+01  2.69841488e+01  1.95356740e-01
   127.00000000  4.60213466e+01  1.73437067e+01  1.95356740e-01
   127.00000000  4.87284846e+01  1.30241817e+01  1.95356740e-01
   127.00000000  5.14356227e+01  2.26878333e+00  1.95356740e-01
   127.00000000  5.41427607e+01  1.02774334e+01  1.95356740e-01
   127.00000000  5.68498987e+01  2.99069751e+00  1.95356740e-01
   127.00000000  5.95570368e+01  5.84667190e+00  1.95356740e-01
   127.00000000  6.22641748e+01  2.43392477e+00  1.95356740e-01
   127.00000000  6.49713128e+01  3.37007204e+00  1.95356740e-01
   127.00000000  6.76784509e+01  2.49370156e+00  1.95356740e-01
   127.00000000  7.03855889e+01  2.67359788e+00  1.95356740e-01
   127.00000000  7.30927269e+01  1.73465666e+00  1.95356740e-01
   127.00000000  7.57998650e+01  1.56946588e+00  1.95356740e-01
   127.00000000  7.85070030e+01  2.00037266e+00  1.95356740e-01
   127.00000000  8.12141410e+01  6.37231752e-01  1.95356740e-01
   127.00000000  8.39212791e+01  1.02101862e+00  1.95356740e-01
   127.00000000  8.66284171e+01  7.31117062e-01  1.95356740e-01
   127.00000000  8.93355551e+01  5.01772352e-01  1.95356740e-01
   127.00000000  9.20426932e+01  2.81738301e-01  1.95356740e-01
   127.00000000  9.47498312e+01  3.51025352e-01  1.95356740e-01
   127.00000000  9.74569692e+01  2.42217593e-01  1.95356740e-01
   127.00000000  1.00164107e+02  1.49481986e-01  1.95356740e-01
   127.00000000  1.02871245e+02  2.06476880e-01  1.95356740e-01
   127.00000000  1.05578383e+02  9.40267800e-02  1.95356740e-01
   127.00000000  1.08285521e+02  1.74320468e-01  1.95356740e-01
   127.00000000  1.10992659e+02  8.23748166e-02  1.95356740e-01
   127.00000000  1.13699797e+02  3.58736079e-02  1.95356740e-01
   127.00000000  1.16406935e+02  1.16499533e-01  1.95356740e-01
   127.00000000  1.19114074e+02  2.79900242e-02  1.95356740e-01
   127.00000000  1.21821212e+02  5.82933899e-02  1.95356740e-01
   127.00000000  1.24528350e+02  4.24089841e-02  1.95356740e-01
   127.00000000  1.29942626e+02  5.88547370e+00  1.95356740e-01
   127.00000000  1.40771178e+02  4.78730944e+00  1.95356740e-01
   127.00000000  1.51599730e+02  3.67625721e+00  1.95356740e-01
   127.00000000  1.62428282e+02  2.60105197e+00  1.95356740e-01
   127.00000000  1.73256834e+02  1.80708076e+00  1.95356740e-01
   127.00000000  1.84085386e+02  1.34527111e+00  1.95356740e-01
   127.00000000  1.94913938e+02  1.08490093e+00  1.95356740e-01
   127.00000000  2.05742491e+02  8.80838328e-01  1.95356740e-01
   127.00000000  2.16571043e+02  6.21398605e-01  1.95356740e-01
   127.00000000  2.27399595e+02  4.18211833e-01  1.95356740e-01
   127.00000000  2.38228147e+02  3.08035900e-01  1.95356740e-01
   127.00000000  2.49056699e+02  2.72468413e-01  1.95356740e-01
   127.00000000  2.59885251e+02  2.17092078e-01  1.95356740e-01
   127.00000000  2.70713803e+02  1.58230276e-01  1.95356740e-01
   127.00000000  2.81542356e+02  1.16277522e-01  1.95356740e-01
   127.00000000  2.92370908e+02  1.00935145e-01  1.95356740e-01
   127.00000000  3.03199460e+02  8.64451519e-02  1.95356740e-01
   127.00000000  3.14028012e+02  6.50927049e-02  1.95356740e-01
   127.00000000  3.24856564e+02  5.25019141e-02  1.95356740e-01
   127.00000000  3.35685116e+02  4.50048697e-02  1.95356740e-01
   127.00000000  3.46513668e+02  4.02468660e-02  1.95356740e-01
   127.00000000  3.57342221e+02  3.27883194e-02  1.95356740e-01
   127.00000000  3.68170773e+02  2.24306026e-02  1.95356740e-01
   127.00000000  3.78999325e+02  1.07156827e-02  1.95356740e-01
   127.00000000  3.89827877e+02  4.03161724e-03  1.95356740e-01
   127.00000000  4.00656429e+02  2.92074187e-03  1.95356740e-01
   127.00000000  4.11484981e+02  8.06902929e-03  1.95356740e-01
   127.00000000  4.22313533e+02  9.61284278e-03  1.95356740e-01
   127.00000000  4.33142085e+02  3.13164518e-03  1.95356740e-01
   127.00000000  4.43970638e+02 -1.24710371e-03  1.95356740e-01
   127.00000000  4.54799190e+02 -7.58922040e-03  1.95356740e-01
   127.00000000  4.65627742e+02 -6.15875862e-03  1.95356740e-01
   127.00000000  4.76456294e+02  3.76145131e-04  1.95356740e-01
   127.00000000  4.87284846e+02  9.51889263e-03  1.95356740e-01
   127.00000000  4.98113398e+02  1.53962997e-02  1.95356740e-01
