# Folding 3, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
18.4809
# k [Mpc^(-1)]   p [Mpc^3]
10.8286 131.326
21.6571 5.48452
32.4857 1.05072
43.3142 0.334368
54.1428 0.238604
64.9713 0.192129
75.7999 0.197781
86.6284 0.208605
97.457 0.195346
108.286 0.194407
119.114 0.19541
129.943 0.196446
140.771 0.194058
151.6 0.188803
162.428 0.198556
173.257 0.197888
184.085 0.188813
194.914 0.200568
205.742 0.193439
216.571 0.196668
227.4 0.200766
238.228 0.187546
249.057 0.195522
259.885 0.203197
270.714 0.190291
281.542 0.191205
292.371 0.19112
303.199 0.199674
314.028 0.194573
324.857 0.19306
335.685 0.197447
346.514 0.194508
357.342 0.192718
368.171 0.195939
378.999 0.197307
389.828 0.196395
400.656 0.193107
411.485 0.198154
422.314 0.193482
433.142 0.197381
443.971 0.198337
454.799 0.193888
465.628 0.195118
476.456 0.197206
487.285 0.195353
498.113 0.195957
508.942 0.196743
519.771 0.19752
530.599 0.200272
541.428 0.201049
552.256 0.19977
563.085 0.199983
573.913 0.202497
584.742 0.202678
595.57 0.204363
606.399 0.208423
617.227 0.210635
628.056 0.20936
638.885 0.215883
649.713 0.219848
660.542 0.225536
671.37 0.230267
682.199 0.234215
693.027 0.239039
