# Folding 2, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
18.4809
# k [Mpc^(-1)]   p [Mpc^3]
2.70714 0.0125054
5.41428 0.00274018
8.12141 0.027034
10.8286 10.2562
13.5357 0.0669333
16.2428 0.598134
18.95 0.230253
21.6571 0.224128
24.3642 0.298158
27.0714 0.210095
29.7785 0.197668
32.4857 0.202101
35.1928 0.205945
37.8999 0.197935
40.6071 0.184792
43.3142 0.192177
46.0213 0.200179
48.7285 0.194094
51.4356 0.193461
54.1428 0.191988
56.8499 0.190436
59.557 0.194455
62.2642 0.195048
64.9713 0.198517
67.6785 0.192778
70.3856 0.193989
73.0927 0.19592
75.7999 0.194049
78.507 0.199403
81.2141 0.196046
83.9213 0.194402
86.6284 0.19724
89.3356 0.192997
92.0427 0.195586
94.7498 0.197641
97.457 0.19029
100.164 0.195334
102.871 0.195339
105.578 0.196354
108.286 0.193497
110.993 0.19652
113.7 0.198484
116.407 0.194291
119.114 0.194718
121.821 0.1961
124.528 0.195544
127.235 0.199446
129.943 0.195802
132.65 0.201256
135.357 0.197902
138.064 0.2011
140.771 0.198961
143.478 0.201007
146.185 0.206287
148.893 0.206005
151.6 0.206831
154.307 0.209925
157.014 0.213187
159.721 0.21795
162.428 0.216967
165.135 0.223408
167.843 0.227792
170.55 0.236811
173.257 0.239181
