# Folding 2, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
4.55319
# k [Mpc^(-1)]   p [Mpc^3]
2.70714 1.14093
5.41428 0.502119
8.12141 0.375232
10.8286 0.453246
13.5357 0.323641
16.2428 0.249283
18.95 0.25602
21.6571 0.237453
24.3642 0.226153
27.0714 0.218882
29.7785 0.204668
32.4857 0.216427
35.1928 0.213421
37.8999 0.208536
40.6071 0.196701
43.3142 0.197005
46.0213 0.19624
48.7285 0.205143
51.4356 0.206527
54.1428 0.202437
56.8499 0.193515
59.557 0.198689
62.2642 0.200441
64.9713 0.198176
67.6785 0.198798
70.3856 0.199689
73.0927 0.19813
75.7999 0.200186
78.507 0.195582
81.2141 0.196866
83.9213 0.193745
86.6284 0.19635
89.3356 0.194273
92.0427 0.20135
94.7498 0.191588
97.457 0.19563
100.164 0.196258
102.871 0.194373
105.578 0.200273
108.286 0.196964
110.993 0.19806
113.7 0.198159
116.407 0.201034
119.114 0.195979
121.821 0.196247
124.528 0.196838
127.235 0.19757
129.943 0.198493
132.65 0.200034
135.357 0.197007
138.064 0.199614
140.771 0.198244
143.478 0.201949
146.185 0.200412
148.893 0.202997
151.6 0.206196
154.307 0.209358
157.014 0.214681
159.721 0.213104
162.428 0.218857
165.135 0.22413
167.843 0.228992
170.55 0.239296
173.257 0.238646
