# Folding 3, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
20.0706
# k [Mpc^(-1)]   p [Mpc^3]
10.8286 203.26
21.6571 7.57455
32.4857 1.46053
43.3142 0.458842
54.1428 0.276623
64.9713 0.224647
75.7999 0.207779
86.6284 0.204106
97.457 0.210054
108.286 0.194928
119.114 0.203464
129.943 0.204762
140.771 0.192361
151.6 0.195654
162.428 0.19245
173.257 0.194342
184.085 0.189394
194.914 0.191087
205.742 0.197712
216.571 0.196916
227.4 0.200515
238.228 0.201218
249.057 0.188901
259.885 0.191608
270.714 0.197376
281.542 0.195066
292.371 0.191675
303.199 0.197749
314.028 0.197992
324.857 0.199259
335.685 0.194527
346.514 0.193548
357.342 0.193641
368.171 0.196206
378.999 0.191488
389.828 0.195644
400.656 0.194263
411.485 0.200791
422.314 0.194392
433.142 0.194963
443.971 0.193287
454.799 0.195082
465.628 0.198795
476.456 0.199069
487.285 0.195472
498.113 0.198006
508.942 0.19863
519.771 0.196448
530.599 0.199159
541.428 0.200261
552.256 0.200182
563.085 0.20074
573.913 0.201848
584.742 0.202856
595.57 0.205134
606.399 0.207953
617.227 0.207147
628.056 0.213617
638.885 0.215471
649.713 0.218628
660.542 0.226404
671.37 0.22981
682.199 0.236579
693.027 0.241571
