# Folding 3, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
0.251054
# k [Mpc^(-1)]   p [Mpc^3]
10.8286 6.27949
21.6571 1.52363
32.4857 0.815093
43.3142 0.429988
54.1428 0.342285
64.9713 0.276494
75.7999 0.240348
86.6284 0.220438
97.457 0.208646
108.286 0.199171
119.114 0.197869
129.943 0.195054
140.771 0.208732
151.6 0.192016
162.428 0.192198
173.257 0.194972
184.085 0.200835
194.914 0.194884
205.742 0.195253
216.571 0.200058
227.4 0.197902
238.228 0.197296
249.057 0.194362
259.885 0.189343
270.714 0.197982
281.542 0.194461
292.371 0.195335
303.199 0.197361
314.028 0.195072
324.857 0.194687
335.685 0.19369
346.514 0.200516
357.342 0.195599
368.171 0.196092
378.999 0.195203
389.828 0.193837
400.656 0.192878
411.485 0.195125
422.314 0.194568
433.142 0.194211
443.971 0.197748
454.799 0.198504
465.628 0.199219
476.456 0.197614
487.285 0.196925
498.113 0.197148
508.942 0.197697
519.771 0.197317
530.599 0.199513
541.428 0.201986
552.256 0.199614
563.085 0.203278
573.913 0.202454
584.742 0.203793
595.57 0.202878
606.399 0.206942
617.227 0.210465
628.056 0.214829
638.885 0.216909
649.713 0.219386
660.542 0.223204
671.37 0.226447
682.199 0.232321
693.027 0.240566
