# Folding 0, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
1.3432
# k [Mpc^(-1)]   p [Mpc^3]
0.169196 1016.57
0.338392 233.372
0.507588 181.038
0.676785 111.767
0.845981 91.2882
1.01518 72.3873
1.18437 63.9397
1.35357 56.5596
1.52277 46.8631
1.69196 42.6903
1.86116 37.2501
2.03035 33.4476
2.19955 33.3813
2.36875 30.3926
2.53794 29.0454
2.70714 25.2467
2.87633 24.0709
3.04553 23.2072
3.21473 21.044
3.38392 19.6873
3.55312 17.8583
3.72231 17.0235
3.89151 15.872
4.06071 14.7976
4.2299 14.1212
4.3991 13.339
4.5683 12.4428
4.73749 11.7136
4.90669 10.8092
5.07588 10.2022
5.24508 9.84374
5.41428 8.96019
5.58347 8.67166
5.75267 8.18224
5.92186 7.7337
6.09106 7.28633
6.26026 6.95051
6.42945 6.4919
6.59865 6.15454
6.76785 5.90584
6.93704 5.6057
7.10624 5.41588
7.27543 5.15112
7.44463 4.97751
7.61383 4.76148
7.78302 4.55397
7.95222 4.32065
8.12141 4.19556
8.29061 4.04324
8.45981 3.868
8.629 3.69523
8.7982 3.53502
8.96739 3.38317
9.13659 3.29881
9.30579 3.19553
9.47498 3.09186
9.64418 3.05692
9.81338 2.94698
9.98257 2.89622
10.1518 2.85873
10.321 2.78845
10.4902 2.77466
10.6594 2.74087
10.8286 2.66475
