# Folding 2, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
5.00633
# k [Mpc^(-1)]   p [Mpc^3]
2.70714 0.771438
5.41428 0.420842
8.12141 0.303132
10.8286 0.428369
13.5357 0.296912
16.2428 0.25262
18.95 0.232542
21.6571 0.211244
24.3642 0.207316
27.0714 0.19966
29.7785 0.210087
32.4857 0.196529
35.1928 0.205678
37.8999 0.203988
40.6071 0.209756
43.3142 0.195808
46.0213 0.205796
48.7285 0.199005
51.4356 0.195252
54.1428 0.202318
56.8499 0.193104
59.557 0.197674
62.2642 0.199099
64.9713 0.192956
67.6785 0.193581
70.3856 0.198456
73.0927 0.199782
75.7999 0.196748
78.507 0.198307
81.2141 0.199556
83.9213 0.192503
86.6284 0.19438
89.3356 0.192858
92.0427 0.195597
94.7498 0.191533
97.457 0.196304
100.164 0.194782
102.871 0.200668
105.578 0.193438
108.286 0.198224
110.993 0.198184
113.7 0.193729
116.407 0.199927
119.114 0.194527
121.821 0.195687
124.528 0.195888
127.235 0.196536
129.943 0.198109
132.65 0.196647
135.357 0.199831
138.064 0.200573
140.771 0.201057
143.478 0.204007
146.185 0.203463
148.893 0.20602
151.6 0.2072
154.307 0.20852
157.014 0.214463
159.721 0.216178
162.428 0.218849
165.135 0.221555
167.843 0.228043
170.55 0.233407
173.257 0.244061
