# Folding 1, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
1.00298
# k [Mpc^(-1)]   p [Mpc^3]
0.676785 112.405
1.35357 74.1183
2.03035 55.2274
2.70714 34.9758
3.38392 25.5613
4.06071 20.5102
4.73749 15.5094
5.41428 13.0971
6.09106 10.1815
6.76785 8.25937
7.44463 7.2447
8.12141 5.9946
8.7982 5.27135
9.47498 4.48457
10.1518 3.91381
10.8286 3.32489
11.5053 3.12494
12.1821 2.61147
12.8589 2.33292
13.5357 2.21648
14.2125 1.93924
14.8893 1.75947
15.566 1.60884
16.2428 1.46219
16.9196 1.36782
17.5964 1.24642
18.2732 1.15042
18.95 1.04771
19.6268 1.00644
20.3035 0.956057
20.9803 0.879112
21.6571 0.840013
22.3339 0.769394
23.0107 0.742849
23.6875 0.706967
24.3642 0.650337
25.041 0.620369
25.7178 0.605686
26.3946 0.574087
27.0714 0.543747
27.7482 0.530909
28.4249 0.494984
29.1017 0.491833
29.7785 0.463898
30.4553 0.450755
31.1321 0.426969
31.8089 0.415769
32.4857 0.404839
33.1624 0.395158
33.8392 0.383638
34.516 0.373659
35.1928 0.363832
35.8696 0.356938
36.5464 0.349006
37.2231 0.344875
37.8999 0.341735
38.5767 0.336803
39.2535 0.331769
39.9303 0.330513
40.6071 0.332125
41.2839 0.332296
41.9606 0.32936
42.6374 0.341433
43.3142 0.338426
