# Folding 1, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
1.53441
# k [Mpc^(-1)]   p [Mpc^3]
0.676785 56.4049
1.35357 38.877
2.03035 31.0275
2.70714 17.8055
3.38392 16.2266
4.06071 12.9865
4.73749 9.45564
5.41428 8.21466
6.09106 6.79458
6.76785 5.32575
7.44463 4.42268
8.12141 3.76677
8.7982 3.19398
9.47498 2.79168
10.1518 2.40374
10.8286 2.15274
11.5053 1.92661
12.1821 1.70352
12.8589 1.51925
13.5357 1.45474
14.2125 1.24936
14.8893 1.14353
15.566 1.04733
16.2428 0.988707
16.9196 0.874959
17.5964 0.836943
18.2732 0.757259
18.95 0.70863
19.6268 0.677636
20.3035 0.620984
20.9803 0.60372
21.6571 0.561337
22.3339 0.530147
23.0107 0.511945
23.6875 0.480771
24.3642 0.457634
25.041 0.440733
25.7178 0.422078
26.3946 0.410932
27.0714 0.392731
27.7482 0.382698
28.4249 0.364012
29.1017 0.366634
29.7785 0.349547
30.4553 0.336509
31.1321 0.333174
31.8089 0.324951
32.4857 0.313305
33.1624 0.31146
33.8392 0.299893
34.516 0.297725
35.1928 0.292568
35.8696 0.290984
36.5464 0.290809
37.2231 0.282781
37.8999 0.280273
38.5767 0.282581
39.2535 0.279134
39.9303 0.281574
40.6071 0.285388
41.2839 0.284497
41.9606 0.289177
42.6374 0.294567
43.3142 0.295603
