# Folding 0, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
48.9355
# k [Mpc^(-1)]   p [Mpc^3]
0.169196 2.00844
0.338392 0.606889
0.507588 0.342228
0.676785 0.163866
0.845981 0.101442
1.01518 0.0643855
1.18437 0.0439206
1.35357 0.0347206
1.52277 0.0273149
1.69196 0.0191037
1.86116 0.0156409
2.03035 0.0125257
2.19955 0.00999833
2.36875 0.00839597
2.53794 0.00721971
2.70714 0.0061838
2.87633 0.00503368
3.04553 0.00462353
3.21473 0.00392457
3.38392 0.00335181
3.55312 0.00279448
3.72231 0.00258729
3.89151 0.0023244
4.06071 0.00206541
4.2299 0.00187284
4.3991 0.00161227
4.5683 0.00150567
4.73749 0.00132605
4.90669 0.00120707
5.07588 0.00109748
5.24508 0.00101586
5.41428 0.000871816
5.58347 0.00077976
5.75267 0.000750707
5.92186 0.000721107
6.09106 0.000710537
6.26026 0.000743642
6.42945 0.000757703
6.59865 0.000809606
6.76785 0.00089554
6.93704 0.000967955
7.10624 0.00108604
7.27543 0.00120964
7.44463 0.00147959
7.61383 0.0016069
7.78302 0.00203688
7.95222 0.00253578
8.12141 0.00315128
8.29061 0.00385549
8.45981 0.00503684
8.629 0.00677248
8.7982 0.00845387
8.96739 0.0110698
9.13659 0.0150886
9.30579 0.0216259
9.47498 0.0286367
9.64418 0.0466685
9.81338 0.0786211
9.98257 0.108302
10.1518 0.171847
10.321 0.413081
10.4902 0.785651
10.6594 0.486817
10.8286 7.72453
