# Folding 3, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
3.74689
# k [Mpc^(-1)]   p [Mpc^3]
10.8286 0.363895
21.6571 0.248731
32.4857 0.210071
43.3142 0.216825
54.1428 0.216984
64.9713 0.195105
75.7999 0.202663
86.6284 0.196609
97.457 0.191371
108.286 0.202913
119.114 0.194612
129.943 0.1912
140.771 0.186572
151.6 0.19266
162.428 0.191147
173.257 0.195614
184.085 0.196643
194.914 0.200398
205.742 0.199008
216.571 0.190572
227.4 0.197725
238.228 0.195529
249.057 0.193793
259.885 0.193294
270.714 0.202878
281.542 0.197262
292.371 0.196327
303.199 0.197582
314.028 0.196756
324.857 0.195217
335.685 0.195056
346.514 0.193895
357.342 0.197139
368.171 0.196487
378.999 0.195475
389.828 0.194294
400.656 0.193424
411.485 0.19856
422.314 0.195884
433.142 0.198037
443.971 0.197685
454.799 0.19518
465.628 0.200027
476.456 0.201118
487.285 0.198268
498.113 0.194529
508.942 0.198085
519.771 0.197638
530.599 0.19739
541.428 0.196876
552.256 0.198928
563.085 0.203317
573.913 0.202006
584.742 0.203938
595.57 0.206974
606.399 0.208737
617.227 0.209883
628.056 0.211999
638.885 0.216186
649.713 0.21739
660.542 0.224135
671.37 0.228803
682.199 0.235465
693.027 0.240718
