# Folding 2, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
6.59993
# k [Mpc^(-1)]   p [Mpc^3]
2.70714 0.190249
5.41428 0.123781
8.12141 0.142226
10.8286 0.271975
13.5357 0.224317
16.2428 0.205833
18.95 0.208832
21.6571 0.201058
24.3642 0.206002
27.0714 0.200808
29.7785 0.194232
32.4857 0.201439
35.1928 0.209059
37.8999 0.196444
40.6071 0.195623
43.3142 0.201117
46.0213 0.197637
48.7285 0.195683
51.4356 0.199252
54.1428 0.190154
56.8499 0.196543
59.557 0.195281
62.2642 0.199736
64.9713 0.191922
67.6785 0.203597
70.3856 0.194928
73.0927 0.194663
75.7999 0.201679
78.507 0.195854
81.2141 0.199359
83.9213 0.196591
86.6284 0.194386
89.3356 0.200171
92.0427 0.199948
94.7498 0.197685
97.457 0.193026
100.164 0.196379
102.871 0.195351
105.578 0.195568
108.286 0.19447
110.993 0.196564
113.7 0.195063
116.407 0.1967
119.114 0.19777
121.821 0.195755
124.528 0.197532
127.235 0.198844
129.943 0.200444
132.65 0.19721
135.357 0.197785
138.064 0.200153
140.771 0.199669
143.478 0.202109
146.185 0.205146
148.893 0.205302
151.6 0.206525
154.307 0.210859
157.014 0.211322
159.721 0.215423
162.428 0.218356
165.135 0.225517
167.843 0.232082
170.55 0.238255
173.257 0.237672
