# Folding 3, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
5.49645
# k [Mpc^(-1)]   p [Mpc^3]
10.8286 1.52262
21.6571 0.23051
32.4857 0.18059
43.3142 0.187034
54.1428 0.213049
64.9713 0.205223
75.7999 0.184979
86.6284 0.199849
97.457 0.197675
108.286 0.18416
119.114 0.200294
129.943 0.182873
140.771 0.193026
151.6 0.197215
162.428 0.195279
173.257 0.195788
184.085 0.195986
194.914 0.189587
205.742 0.202399
216.571 0.193491
227.4 0.202524
238.228 0.19731
249.057 0.203689
259.885 0.19207
270.714 0.196283
281.542 0.203776
292.371 0.196111
303.199 0.196708
314.028 0.195187
324.857 0.193103
335.685 0.195165
346.514 0.193761
357.342 0.194359
368.171 0.193325
378.999 0.196971
389.828 0.196685
400.656 0.197401
411.485 0.199339
422.314 0.194658
433.142 0.196124
443.971 0.196638
454.799 0.197436
465.628 0.197156
476.456 0.197784
487.285 0.197526
498.113 0.200735
508.942 0.196296
519.771 0.195204
530.599 0.196076
541.428 0.201495
552.256 0.200728
563.085 0.201057
573.913 0.203936
584.742 0.206045
595.57 0.203238
606.399 0.21005
617.227 0.208578
628.056 0.213495
638.885 0.213735
649.713 0.217322
660.542 0.225262
671.37 0.230216
682.199 0.236738
693.027 0.243802
