# Folding 1, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
6.02656
# k [Mpc^(-1)]   p [Mpc^3]
0.676785 5.45985
1.35357 2.17378
2.03035 0.77077
2.70714 0.639082
3.38392 0.420627
4.06071 0.302331
4.73749 0.236483
5.41428 0.191352
6.09106 0.171006
6.76785 0.178946
7.44463 0.189013
8.12141 0.211881
8.7982 0.254649
9.47498 0.242008
10.1518 0.242335
10.8286 0.260845
11.5053 0.248501
12.1821 0.229567
12.8589 0.245575
13.5357 0.226172
14.2125 0.2344
14.8893 0.226279
15.566 0.224756
16.2428 0.216083
16.9196 0.221026
17.5964 0.21663
18.2732 0.220069
18.95 0.215437
19.6268 0.212386
20.3035 0.217078
20.9803 0.218584
21.6571 0.212469
22.3339 0.216575
23.0107 0.205891
23.6875 0.200727
24.3642 0.203932
25.041 0.202169
25.7178 0.209706
26.3946 0.202653
27.0714 0.20517
27.7482 0.202456
28.4249 0.202212
29.1017 0.204536
29.7785 0.204666
30.4553 0.201333
31.1321 0.202028
31.8089 0.204901
32.4857 0.201976
33.1624 0.202837
33.8392 0.204755
34.516 0.204526
35.1928 0.205635
35.8696 0.204866
36.5464 0.208131
37.2231 0.207385
37.8999 0.209191
38.5767 0.212429
39.2535 0.217282
39.9303 0.216612
40.6071 0.219915
41.2839 0.225649
41.9606 0.230052
42.6374 0.23931
43.3142 0.238768
