# Folding 1, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
108.415
# k [Mpc^(-1)]   p [Mpc^3]
0.676785 0.0305435
1.35357 0.0065785
2.03035 0.00223211
2.70714 0.00119489
3.38392 0.000650513
4.06071 0.000417325
4.73749 0.000321801
5.41428 0.00019475
6.09106 0.000139049
6.76785 0.000175816
7.44463 0.000289381
8.12141 0.000555391
8.7982 0.00113542
9.47498 0.00332612
10.1518 0.0509471
10.8286 69.7468
11.5053 0.0255755
12.1821 0.00661498
12.8589 0.00366054
13.5357 0.00290793
14.2125 0.0260816
14.8893 0.0606948
15.566 53.2314
16.2428 0.0248726
16.9196 0.0111727
17.5964 0.00894968
18.2732 0.0447466
18.95 17.6787
19.6268 0.0246685
20.3035 0.00999922
20.9803 0.0530542
21.6571 7.94898
22.3339 0.0276225
23.0107 0.0506738
23.6875 0.136245
24.3642 18.0881
25.041 0.0857497
25.7178 0.134248
26.3946 11.7812
27.0714 0.0947623
27.7482 0.0293883
28.4249 0.016553
29.1017 0.0137621
29.7785 0.0240019
30.4553 2.33972
31.1321 0.0557477
31.8089 0.15579
32.4857 3.97816
33.1624 0.134888
33.8392 0.152715
34.516 2.42367
35.1928 0.200776
35.8696 1.6259
36.5464 0.10354
37.2231 0.383828
37.8999 0.0699528
38.5767 0.119349
39.2535 0.720518
39.9303 0.233331
40.6071 0.99306
41.2839 0.132105
41.9606 0.0668266
42.6374 0.0869778
43.3142 0.432243
