# Folding 1, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
30.1896
# k [Mpc^(-1)]   p [Mpc^3]
0.676785 0.33539
1.35357 0.084251
2.03035 0.0273816
2.70714 0.0138853
3.38392 0.00767331
4.06071 0.0046304
4.73749 0.00335936
5.41428 0.00205901
6.09106 0.00166834
6.76785 0.00200747
7.44463 0.00368752
8.12141 0.00653069
8.7982 0.0180918
9.47498 0.0608002
10.1518 0.409495
10.8286 3.98723
11.5053 0.240452
12.1821 0.0995889
12.8589 0.0544669
13.5357 0.0521162
14.2125 0.200633
14.8893 0.224394
15.566 0.525238
16.2428 0.179637
16.9196 0.138801
17.5964 0.115293
18.2732 0.197968
18.95 0.241038
19.6268 0.140268
20.3035 0.106667
20.9803 0.144062
21.6571 0.161804
22.3339 0.179814
23.0107 0.243528
23.6875 0.219517
24.3642 0.240535
25.041 0.269147
25.7178 0.336943
26.3946 0.215123
27.0714 0.221193
27.7482 0.153372
28.4249 0.157722
29.1017 0.139683
29.7785 0.138059
30.4553 0.183486
31.1321 0.184656
31.8089 0.210053
32.4857 0.212991
33.1624 0.220485
33.8392 0.217316
34.516 0.214562
35.1928 0.210181
35.8696 0.212712
36.5464 0.203716
37.2231 0.211277
37.8999 0.20039
38.5767 0.208227
39.2535 0.207638
39.9303 0.219832
40.6071 0.212281
41.2839 0.212086
41.9606 0.222961
42.6374 0.23099
43.3142 0.234494
