# Folding 3, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
0.463556
# k [Mpc^(-1)]   p [Mpc^3]
10.8286 3.07449
21.6571 1.45866
32.4857 0.761313
43.3142 0.340788
54.1428 0.28658
64.9713 0.268396
75.7999 0.231215
86.6284 0.205095
97.457 0.208131
108.286 0.200357
119.114 0.195542
129.943 0.202121
140.771 0.191977
151.6 0.202316
162.428 0.19799
173.257 0.191447
184.085 0.192008
194.914 0.198681
205.742 0.195393
216.571 0.196087
227.4 0.191836
238.228 0.196432
249.057 0.196503
259.885 0.193725
270.714 0.199746
281.542 0.202671
292.371 0.201437
303.199 0.195341
314.028 0.190513
324.857 0.194991
335.685 0.194544
346.514 0.193496
357.342 0.19186
368.171 0.194601
378.999 0.191362
389.828 0.198018
400.656 0.195456
411.485 0.192624
422.314 0.197351
433.142 0.197945
443.971 0.200182
454.799 0.194415
465.628 0.196839
476.456 0.198982
487.285 0.19398
498.113 0.196093
508.942 0.196902
519.771 0.199574
530.599 0.19871
541.428 0.200641
552.256 0.200224
563.085 0.199577
573.913 0.200049
584.742 0.203914
595.57 0.206372
606.399 0.203507
617.227 0.210237
628.056 0.209555
638.885 0.215704
649.713 0.218948
660.542 0.223477
671.37 0.230491
682.199 0.234431
693.027 0.241497
