# Folding 0, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
1.74121
# k [Mpc^(-1)]   p [Mpc^3]
0.169196 744.973
0.338392 166.5
0.507588 134.039
0.676785 79.4961
0.845981 62.7882
1.01518 48.867
1.18437 42.405
1.35357 35.4129
1.52277 29.9372
1.69196 27.3254
1.86116 25.0202
2.03035 22.2234
2.19955 22.8042
2.36875 20.0129
2.53794 18.2544
2.70714 17.8806
2.87633 16.0932
3.04553 14.7227
3.21473 13.6722
3.38392 13.0124
3.55312 12.1341
3.72231 11.4994
3.89151 11.1493
4.06071 9.98628
4.2299 9.24769
4.3991 8.54586
4.5683 8.20457
4.73749 7.68686
4.90669 7.4459
5.07588 7.00483
5.24508 6.66908
5.41428 6.25713
5.58347 6.03241
5.75267 5.81328
5.92186 5.31168
6.09106 4.94433
6.26026 4.8635
6.42945 4.65805
6.59865 4.54868
6.76785 4.23964
6.93704 4.02206
7.10624 3.77129
7.27543 3.72728
7.44463 3.59853
7.61383 3.44681
7.78302 3.26624
7.95222 3.12394
8.12141 3.03275
8.29061 2.90536
8.45981 2.85511
8.629 2.7093
8.7982 2.61618
8.96739 2.52608
9.13659 2.40354
9.30579 2.36892
9.47498 2.2861
9.64418 2.20215
9.81338 2.1373
9.98257 2.14297
10.1518 2.03515
10.321 2.04912
10.4902 2.02035
10.6594 2.00851
10.8286 2.02877
