# Folding 0, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
0.35314
# k [Mpc^(-1)]   p [Mpc^3]
0.169196 2665.87
0.338392 837.517
0.507588 554.463
0.676785 420.905
0.845981 297.288
1.01518 257.358
1.18437 209.838
1.35357 197.997
1.52277 184.244
1.69196 157.711
1.86116 143.221
2.03035 131.697
2.19955 119.089
2.36875 107.161
2.53794 99.0761
2.70714 91.7048
2.87633 82.6099
3.04553 74.964
3.21473 68.5548
3.38392 64.3693
3.55312 60.9143
3.72231 56.0063
3.89151 52.6304
4.06071 48.7662
4.2299 45.7514
4.3991 41.9895
4.5683 39.7176
4.73749 37.8131
4.90669 35.0737
5.07588 32.504
5.24508 31.8925
5.41428 29.4415
5.58347 27.1774
5.75267 26.3333
5.92186 25.3178
6.09106 23.8088
6.26026 22.4648
6.42945 21.0658
6.59865 20.5374
6.76785 19.3147
6.93704 18.0592
7.10624 17.3773
7.27543 16.7155
7.44463 15.9553
7.61383 15.3132
7.78302 14.4733
7.95222 13.9199
8.12141 13.2094
8.29061 12.6154
8.45981 12.2808
8.629 11.7937
8.7982 11.3999
8.96739 11.0667
9.13659 10.7045
9.30579 10.3673
9.47498 10.1676
9.64418 9.87461
9.81338 9.76345
9.98257 9.62473
10.1518 9.53716
10.321 9.23596
10.4902 9.2196
10.6594 9.24823
10.8286 9.12425
