# Folding 0, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
1.53441
# k [Mpc^(-1)]   p [Mpc^3]
0.169196 871.219
0.338392 196.532
0.507588 155.886
0.676785 94.2723
0.845981 76.0052
1.01518 59.6209
1.18437 52.3693
1.35357 45.0899
1.52277 37.517
1.69196 34.5429
1.86116 30.7551
2.03035 27.7013
2.19955 28.4538
2.36875 25.545
2.53794 23.6654
2.70714 22.0761
2.87633 20.6652
3.04553 19.5097
3.21473 17.6046
3.38392 16.791
3.55312 15.2387
3.72231 14.7606
3.89151 14.2518
4.06071 13.3323
4.2299 12.5132
4.3991 11.4273
4.5683 10.7549
4.73749 10.1211
4.90669 9.69958
5.07588 8.9774
5.24508 8.55853
5.41428 7.95462
5.58347 7.61059
5.75267 7.39752
5.92186 6.99197
6.09106 6.4929
6.26026 6.13577
6.42945 5.84072
6.59865 5.62676
6.76785 5.43391
6.93704 5.15692
7.10624 4.85317
7.27543 4.61983
7.44463 4.52252
7.61383 4.38824
7.78302 4.17006
7.95222 3.96446
8.12141 3.80084
8.29061 3.69146
8.45981 3.5161
8.629 3.37286
8.7982 3.30392
8.96739 3.21981
9.13659 3.08709
9.30579 2.99344
9.47498 2.89258
9.64418 2.80244
9.81338 2.72722
9.98257 2.65986
10.1518 2.59051
10.321 2.5728
10.4902 2.55458
10.6594 2.56177
10.8286 2.60419
