# Folding 0, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
9.40103
# k [Mpc^(-1)]   p [Mpc^3]
0.169196 48.0451
0.338392 13.0859
0.507588 8.21935
0.676785 4.08591
0.845981 2.44207
1.01518 1.58878
1.18437 1.17693
1.35357 0.957311
1.52277 0.738888
1.69196 0.568049
1.86116 0.460614
2.03035 0.370146
2.19955 0.298261
2.36875 0.243833
2.53794 0.227492
2.70714 0.196629
2.87633 0.161461
3.04553 0.14773
3.21473 0.127718
3.38392 0.116158
3.55312 0.100765
3.72231 0.0871669
3.89151 0.0787536
4.06071 0.0718722
4.2299 0.0645318
4.3991 0.0584942
4.5683 0.0538986
4.73749 0.0496493
4.90669 0.0449274
5.07588 0.0429174
5.24508 0.0388024
5.41428 0.0367476
5.58347 0.0352798
5.75267 0.0343904
5.92186 0.0342763
6.09106 0.0327131
6.26026 0.0332604
6.42945 0.0339375
6.59865 0.0357432
6.76785 0.0386096
6.93704 0.0420088
7.10624 0.0457536
7.27543 0.0482025
7.44463 0.0583154
7.61383 0.0655769
7.78302 0.0736388
7.95222 0.0860375
8.12141 0.0998503
8.29061 0.115549
8.45981 0.123589
8.629 0.140473
8.7982 0.160352
8.96739 0.163876
9.13659 0.189414
9.30579 0.207261
9.47498 0.220939
9.64418 0.24886
9.81338 0.257524
9.98257 0.284945
10.1518 0.280306
10.321 0.323222
10.4902 0.329182
10.6594 0.365807
10.8286 0.250784
