# Folding 1, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
21.7899
# k [Mpc^(-1)]   p [Mpc^3]
0.676785 0.600191
1.35357 0.162114
2.03035 0.0504957
2.70714 0.0258908
3.38392 0.0150125
4.06071 0.00892355
4.73749 0.00611355
5.41428 0.00405517
6.09106 0.00326199
6.76785 0.00396306
7.44463 0.00796579
8.12141 0.0133279
8.7982 0.0379989
9.47498 0.113384
10.1518 0.414736
10.8286 1.53282
11.5053 0.307448
12.1821 0.167712
12.8589 0.107248
13.5357 0.103372
14.2125 0.268631
14.8893 0.200798
15.566 0.430273
16.2428 0.194042
16.9196 0.189936
17.5964 0.141894
18.2732 0.159472
18.95 0.179324
19.6268 0.135197
20.3035 0.147998
20.9803 0.161002
21.6571 0.162647
22.3339 0.179713
23.0107 0.232037
23.6875 0.23307
24.3642 0.248722
25.041 0.216307
25.7178 0.243357
26.3946 0.210168
27.0714 0.203053
27.7482 0.171878
28.4249 0.181544
29.1017 0.17501
29.7785 0.1726
30.4553 0.194338
31.1321 0.191173
31.8089 0.201669
32.4857 0.195854
33.1624 0.200299
33.8392 0.20677
34.516 0.205419
35.1928 0.207541
35.8696 0.207907
36.5464 0.204406
37.2231 0.205473
37.8999 0.204491
38.5767 0.212428
39.2535 0.206537
39.9303 0.214436
40.6071 0.217951
41.2839 0.217945
41.9606 0.22821
42.6374 0.235702
43.3142 0.230774
