# Folding 3, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
100.16
# k [Mpc^(-1)]   p [Mpc^3]
10.8286 30048.1
21.6571 10145.1
32.4857 2047.27
43.3142 414.954
54.1428 157.483
64.9713 64.8707
75.7999 25.3068
86.6284 11.5558
97.457 7.12165
108.286 5.2716
119.114 3.95231
129.943 2.62413
140.771 1.75912
151.6 1.34644
162.428 1.10157
173.257 0.769055
184.085 0.555245
194.914 0.477336
205.742 0.408826
216.571 0.340409
227.4 0.304342
238.228 0.283883
249.057 0.262363
259.885 0.245474
270.714 0.238458
281.542 0.229028
292.371 0.214823
303.199 0.204338
314.028 0.198697
324.857 0.202286
335.685 0.204679
346.514 0.196364
357.342 0.188757
368.171 0.187024
378.999 0.197439
389.828 0.207863
400.656 0.206247
411.485 0.201505
422.314 0.196684
433.142 0.192444
443.971 0.195053
454.799 0.198546
465.628 0.198403
476.456 0.196286
487.285 0.197278
498.113 0.199118
508.942 0.202128
519.771 0.196219
530.599 0.19053
541.428 0.195528
552.256 0.206586
563.085 0.214936
573.913 0.216665
584.742 0.207034
595.57 0.203272
606.399 0.207216
617.227 0.208485
628.056 0.210942
638.885 0.215865
649.713 0.217797
660.542 0.219626
671.37 0.227604
682.199 0.237951
693.027 0.243537
