# Folding 0, all lengths/volumes are comoving
# Shotnoise [Mpc^3]
0.195357
# Redshift [dimensionless]
0.251054
# k [Mpc^(-1)]   p [Mpc^3]
0.169196 2982.54
0.338392 990.72
0.507588 658.804
0.676785 522.906
0.845981 364.962
1.01518 318.361
1.18437 247.717
1.35357 227.41
1.52277 221.403
1.69196 190
1.86116 179.019
2.03035 164.197
2.19955 143.542
2.36875 127.724
2.53794 116.911
2.70714 105.282
2.87633 95.9626
3.04553 88.0874
3.21473 80.7533
3.38392 71.9132
3.55312 68.9807
3.72231 63.2283
3.89151 56.6532
4.06071 54.3037
4.2299 50.6958
4.3991 48.9689
4.5683 45.5056
4.73749 42.7804
4.90669 40.2984
5.07588 37.6599
5.24508 35.4896
5.41428 33.6684
5.58347 31.6534
5.75267 30.4111
5.92186 28.6993
6.09106 27.8288
6.26026 26.462
6.42945 25.4045
6.59865 23.2958
6.76785 22.5784
6.93704 21.6309
7.10624 20.6432
7.27543 19.8737
7.44463 19.0705
7.61383 18.0154
7.78302 17.1961
7.95222 16.3307
8.12141 15.9561
8.29061 15.0925
8.45981 14.4683
8.629 13.9732
8.7982 13.6753
8.96739 13.2276
9.13659 12.9727
9.30579 12.7663
9.47498 12.5327
9.64418 11.9423
9.81338 11.7639
9.98257 11.5087
10.1518 11.2486
10.321 11.092
10.4902 11.1685
10.6594 11.1274
10.8286 11.044
